"Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"-1","MF","GO:0004386","helicase activity","3/222","150/14068",0.422928557061818,0.811943031717735,0.810578068648767,"Helq/Rtel1/Dhx35",3
"-1","BP","GO:0014046","dopamine secretion","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Oprk1",1
"-1","BP","GO:0014059","regulation of dopamine secretion","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Oprk1",1
"-1","BP","GO:0032392","DNA geometric change","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Rtel1",1
"-1","BP","GO:0032781","positive regulation of ATPase activity","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Atp1b2",1
"-1","BP","GO:0034243","regulation of transcription elongation from RNA polymerase II promoter","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:0038084","vascular endothelial growth factor signaling pathway","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Xdh",1
"-1","BP","GO:0042220","response to cocaine","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Oprk1",1
"-1","BP","GO:0045104","intermediate filament cytoskeleton organization","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:0045851","pH reduction","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Cln6",1
"-1","BP","GO:0048246","macrophage chemotaxis","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Mtus1",1
"-1","BP","GO:0048247","lymphocyte chemotaxis","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Adam8",1
"-1","BP","GO:0060251","regulation of glial cell proliferation","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Tert",1
"-1","BP","GO:0090184","positive regulation of kidney development","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:1902692","regulation of neuroblast proliferation","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Rtel1",1
"-1","BP","GO:1904707","positive regulation of vascular smooth muscle cell proliferation","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Tert",1
"-1","BP","GO:2000404","regulation of T cell migration","1/221","35/14187",0.423150238270257,0.945804803411835,0.945804803411835,"Adam8",1
"1","BP","GO:0034976","response to endoplasmic reticulum stress","10/578","223/14187",0.424099487888882,0.700177367786036,0.618580671207197,"Ppp1r15b/Atf4/Jun/Hspa5/Ppp1r15a/Atf3/Rnft1/Thbs1/Cebpb/Map3k5",10
"1","BP","GO:0043270","positive regulation of ion transport","12/578","271/14187",0.425704379127057,0.700177367786036,0.618580671207197,"Syt4/Arc/Atf4/Sgk1/Cfl1/Flna/Adrb1/Cebpb/Adora1/Homer1/Cxcl1/Snca",12
"-1","BP","GO:0048285","organelle fission","7/221","398/14187",0.426436009506813,0.945804803411835,0.945804803411835,"Edn3/Brca2/Ccdc8/Spo11/Mcmdc2/Pogz/Helq",7
"-1","BP","GO:0007041","lysosomal transport","2/221","93/14187",0.42655381287698,0.945804803411835,0.945804803411835,"Dtx3l/Atg14",2
"-1","BP","GO:0032368","regulation of lipid transport","2/221","93/14187",0.42655381287698,0.945804803411835,0.945804803411835,"Nkx3-1/Shh",2
"-1","BP","GO:0048565","digestive tract development","2/221","93/14187",0.42655381287698,0.945804803411835,0.945804803411835,"Shh/Tcf7",2
"1","BP","GO:0006997","nucleus organization","5/578","105/14187",0.426556910412427,0.700177367786036,0.618580671207197,"Dyrk3/Lmna/Ndel1/Mfsd14a/Psme4",5
"1","BP","GO:0042471","ear morphogenesis","5/578","105/14187",0.426556910412427,0.700177367786036,0.618580671207197,"Spry2/Insig1/Nr4a3/Fgfr2/Myc",5
"1","BP","GO:0043244","regulation of protein complex disassembly","5/578","105/14187",0.426556910412427,0.700177367786036,0.618580671207197,"Dstn/Tpm1/Wdr1/Cfl1/Per2",5
"1","BP","GO:0055088","lipid homeostasis","5/578","105/14187",0.426556910412427,0.700177367786036,0.618580671207197,"Ldlr/Insig1/Adrb1/Adora1/Raly",5
"1","BP","GO:0007254","JNK cascade","8/578","176/14187",0.427308465788861,0.700177367786036,0.618580671207197,"Gadd45a/Trib1/Per1/Dnaja1/Gadd45g/Gadd45b/Hipk3/Map3k5",8
"1","BP","GO:0099643","signal release from synapse","8/578","176/14187",0.427308465788861,0.700177367786036,0.618580671207197,"Syt4/Doc2a/Nrn1/Fmr1/Rap1b/Snca/Ntrk2/Syt5",8
"-1","BP","GO:0050727","regulation of inflammatory response","5/221","275/14187",0.427376995153727,0.945804803411835,0.945804803411835,"Cd59a/Aoah/Tnip1/Il1r1/Adam8",5
"1","MF","GO:0016407","acetyltransferase activity","5/575","105/14068",0.429296309445348,0.794888643881796,0.735556160693195,"Gtf2b/Acat2/Sat1/Taf1/Taf10",5
"1","BP","GO:0017158","regulation of calcium ion-dependent exocytosis","6/578","129/14187",0.429890395829907,0.700177367786036,0.618580671207197,"Syt4/Doc2a/Nrn1/Fmr1/Rap1b/Syt5",6
"1","BP","GO:0007423","sensory organ development","20/578","464/14187",0.430233726291602,0.700177367786036,0.618580671207197,"Spry2/Insig1/Slc25a25/Jun/Mapkapk2/Srf/Nr4a3/Bdnf/Ppp1r13l/Fgfr2/Skil/Inhba/Myc/Lif/Nrp1/Epha2/Atp8b1/Ntrk2/Cdkn1c/Rdh10",20
"1","BP","GO:0007265","Ras protein signal transduction","17/578","392/14187",0.430946588483625,0.700177367786036,0.618580671207197,"Spry2/Plk2/Cdc42ep3/Rnd3/Stmn1/Jun/Sdcbp/Rassf1/Arhgef3/Eps8l1/Adrb1/Rab6a/Spry4/Rab33a/Arf6/Rap1b/Nrp1",17
"-1","BP","GO:0065004","protein-DNA complex assembly","3/221","154/14187",0.431386084343491,0.945804803411835,0.945804803411835,"Atf7ip/Mcmdc2/Pogz",3
"1","CC","GO:0016235","aggresome","2/585","36/14437",0.431667357001098,0.775629055356106,0.686424154252772,"Hspa1a/Rangap1",2
"1","CC","GO:0044447","axoneme part","2/585","36/14437",0.431667357001098,0.775629055356106,0.686424154252772,"Spag17/Dnah5",2
"1","CC","GO:0099091","postsynaptic specialization, intracellular component","2/585","36/14437",0.431667357001098,0.775629055356106,0.686424154252772,"Prr7/Snx1",2
"-1","BP","GO:0051321","meiotic cell cycle","4/221","215/14187",0.431667467930589,0.945804803411835,0.945804803411835,"Brca2/Spo11/Mcmdc2/Helq",4
"-1","BP","GO:0031532","actin cytoskeleton reorganization","2/221","94/14187",0.431897698150304,0.945804803411835,0.945804803411835,"Thsd7a/Tek",2
"-1","BP","GO:0046545","development of primary female sexual characteristics","2/221","94/14187",0.431897698150304,0.945804803411835,0.945804803411835,"Brca2/Spo11",2
"-1","BP","GO:0048709","oligodendrocyte differentiation","2/221","94/14187",0.431897698150304,0.945804803411835,0.945804803411835,"Kcnj10/Shh",2
"-1","BP","GO:1901654","response to ketone","2/221","94/14187",0.431897698150304,0.945804803411835,0.945804803411835,"Nkx3-1/Ndor1",2
"1","BP","GO:0006479","protein methylation","7/578","153/14187",0.432071502211648,0.700177367786036,0.618580671207197,"Btg2/Lmna/Jarid2/Etf1/Tet3/Rab6a/Snrpb",7
"1","BP","GO:0006733","oxidoreduction coenzyme metabolic process","7/578","153/14187",0.432071502211648,0.700177367786036,0.618580671207197,"Coq10b/Hmgcr/Ier3/Ldha/Pgam1/Aldoa/Myc",7
"1","BP","GO:0008213","protein alkylation","7/578","153/14187",0.432071502211648,0.700177367786036,0.618580671207197,"Btg2/Lmna/Jarid2/Etf1/Tet3/Rab6a/Snrpb",7
"1","BP","GO:0035148","tube formation","7/578","153/14187",0.432071502211648,0.700177367786036,0.618580671207197,"Stil/Shroom3/Bcl10/Cfl1/Fgfr2/Adm/Prkacb",7
"1","BP","GO:0048754","branching morphogenesis of an epithelial tube","7/578","153/14187",0.432071502211648,0.700177367786036,0.618580671207197,"Spry2/Srf/Fgfr2/Myc/Nrp1/Epha2/Rdh10",7
"1","BP","GO:0050870","positive regulation of T cell activation","7/578","153/14187",0.432071502211648,0.700177367786036,0.618580671207197,"Nfkbid/Tfrc/Coro1a/Hsp90aa1/Bcl10/Nfkbiz/Hsph1",7
"-1","BP","GO:0001937","negative regulation of endothelial cell proliferation","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Xdh",1
"-1","BP","GO:0010883","regulation of lipid storage","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Acacb",1
"-1","BP","GO:0021532","neural tube patterning","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:0030521","androgen receptor signaling pathway","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Nkx3-1",1
"-1","BP","GO:0038083","peptidyl-tyrosine autophosphorylation","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Srms",1
"-1","BP","GO:0043628","ncRNA 3'-end processing","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Elac1",1
"-1","BP","GO:0045103","intermediate filament-based process","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:0046839","phospholipid dephosphorylation","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Inpp5e",1
"-1","BP","GO:0046854","phosphatidylinositol phosphorylation","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Pik3c2b",1
"-1","BP","GO:0048169","regulation of long-term neuronal synaptic plasticity","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Kcnj10",1
"-1","BP","GO:0050931","pigment cell differentiation","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Edn3",1
"-1","BP","GO:0070232","regulation of T cell apoptotic process","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Adam8",1
"-1","BP","GO:0086004","regulation of cardiac muscle cell contraction","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Rnf207",1
"-1","BP","GO:0090207","regulation of triglyceride metabolic process","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Atg14",1
"-1","BP","GO:2000142","regulation of DNA-templated transcription, initiation","1/221","36/14187",0.432158420671492,0.945804803411835,0.945804803411835,"Atf7ip",1
"1","MF","GO:0030594","neurotransmitter receptor activity","4/575","82/14068",0.432831471064332,0.794888643881796,0.735556160693195,"Chrm4/Adrb1/Adora1/Hrh1",4
"-1","BP","GO:0022412","cellular process involved in reproduction in multicellular organism","5/221","277/14187",0.433508208183265,0.945804803411835,0.945804803411835,"Cep131/Brca2/Spo11/Mcmdc2/Paqr5",5
"1","BP","GO:0044843","cell cycle G1/S phase transition","8/578","177/14187",0.433529710127383,0.700177367786036,0.618580671207197,"Plk3/Adamts1/Plk2/Ddx3x/Zfp655/Tcim/Inhba/Taf10",8
"1","BP","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","3/578","59/14187",0.433653982606234,0.700177367786036,0.618580671207197,"Magoh/Ptbp1/Fmr1",3
"1","BP","GO:0043966","histone H3 acetylation","3/578","59/14187",0.433653982606234,0.700177367786036,0.618580671207197,"Per1/Lif/Taf10",3
"1","BP","GO:0050433","regulation of catecholamine secretion","3/578","59/14187",0.433653982606234,0.700177367786036,0.618580671207197,"Syt4/Snca/Syt5",3
"1","BP","GO:0051058","negative regulation of small GTPase mediated signal transduction","3/578","59/14187",0.433653982606234,0.700177367786036,0.618580671207197,"Spry2/Stmn1/Spry4",3
"1","BP","GO:0055008","cardiac muscle tissue morphogenesis","3/578","59/14187",0.433653982606234,0.700177367786036,0.618580671207197,"Smad7/Tpm1/Fgfr2",3
"1","BP","GO:0071674","mononuclear cell migration","3/578","59/14187",0.433653982606234,0.700177367786036,0.618580671207197,"Dusp1/Thbs1/Akirin1",3
"1","CC","GO:0005769","early endosome","11/585","250/14437",0.433667686031904,0.775629055356106,0.686424154252772,"Siah2/Ldlr/Tfrc/Coro1a/Nipa2/Picalm/Adrb1/Arf6/Snx1/Nrp1/Ntrk2",11
"1","BP","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Magoh/Etf1",2
"1","BP","GO:0007099","centriole replication","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Plk2/Stil",2
"1","BP","GO:0016101","diterpenoid metabolic process","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Dhrs3/Rdh10",2
"1","BP","GO:0030104","water homeostasis","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Stmn1/Srf",2
"1","BP","GO:0030521","androgen receptor signaling pathway","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Dnaja1/Taf1",2
"1","BP","GO:0030835","negative regulation of actin filament depolymerization","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Tpm1/Cfl1",2
"1","BP","GO:0060325","face morphogenesis","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Tiparp/Csrnp1",2
"1","BP","GO:0070232","regulation of T cell apoptotic process","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Nfkbid/Tsc22d3",2
"1","BP","GO:0086065","cell communication involved in cardiac conduction","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Flna/Cxadr",2
"1","BP","GO:0090207","regulation of triglyceride metabolic process","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Ldlr/Sik1",2
"1","BP","GO:0098534","centriole assembly","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Plk2/Stil",2
"1","BP","GO:0098868","bone growth","2/578","36/14187",0.434430439579518,0.700177367786036,0.618580671207197,"Nppc/Thbs1",2
"-1","CC","GO:0009925","basal plasma membrane","1/227","36/14437",0.435176023215821,0.999653294311125,0.999653294311125,"Tek",1
"-1","BP","GO:0006109","regulation of carbohydrate metabolic process","3/221","155/14187",0.435505928421023,0.945804803411835,0.945804803411835,"Acacb/Pth1r/Foxk1",3
"-1","BP","GO:0060538","skeletal muscle organ development","3/221","155/14187",0.435505928421023,0.945804803411835,0.945804803411835,"Shh/Myh14/Nfatc3",3
"1","MF","GO:0008146","sulfotransferase activity","2/575","36/14068",0.436072251041247,0.794888643881796,0.735556160693195,"Sult2b1/Hs3st2",2
"1","MF","GO:0019205","nucleobase-containing compound kinase activity","2/575","36/14068",0.436072251041247,0.794888643881796,0.735556160693195,"Ak4/Cmpk1",2
"-1","MF","GO:0008146","sulfotransferase activity","1/222","36/14068",0.436364326532673,0.814729253060798,0.813359606055782,"Chst12",1
"-1","MF","GO:0017112","Rab guanyl-nucleotide exchange factor activity","1/222","36/14068",0.436364326532673,0.814729253060798,0.813359606055782,"St5",1
"-1","MF","GO:0019205","nucleobase-containing compound kinase activity","1/222","36/14068",0.436364326532673,0.814729253060798,0.813359606055782,"Nme4",1
"-1","MF","GO:0032813","tumor necrosis factor receptor superfamily binding","1/222","36/14068",0.436364326532673,0.814729253060798,0.813359606055782,"Tnfsf10",1
"1","BP","GO:0009411","response to UV","6/578","130/14187",0.437168269539401,0.700177367786036,0.618580671207197,"Pcna/Nsmce3/Taf1/Impact/Fmr1/Fbxw7",6
"1","BP","GO:2000241","regulation of reproductive process","6/578","130/14187",0.437168269539401,0.700177367786036,0.618580671207197,"Nppc/Gpr3/Inhba/Lif/Prkacb/Plat",6
"1","BP","GO:2001251","negative regulation of chromosome organization","6/578","130/14187",0.437168269539401,0.700177367786036,0.618580671207197,"Tinf2/Stil/Jarid2/Taf7/Snca/Recql4",6
"-1","BP","GO:0007043","cell-cell junction assembly","2/221","95/14187",0.437215109633101,0.945804803411835,0.945804803411835,"Ocln/Hdac7",2
"-1","BP","GO:0036503","ERAD pathway","2/221","95/14187",0.437215109633101,0.945804803411835,0.945804803411835,"Trim25/Ankzf1",2
"-1","MF","GO:0015103","inorganic anion transmembrane transporter activity","2/222","94/14068",0.438417083627781,0.814729253060798,0.813359606055782,"Slc22a3/Slc22a8",2
"1","BP","GO:0010970","transport along microtubule","7/578","154/14187",0.438754082575255,0.700177367786036,0.618580671207197,"Hspa8/Ndel1/Nefl/Ssna1/Uchl1/Dynll1/Fmr1",7
"1","BP","GO:0031644","regulation of neurological system process","7/578","154/14187",0.438754082575255,0.700177367786036,0.618580671207197,"Cckbr/Nptx2/Pawr/Rgs4/Adora1/Homer1/Fmr1",7
"1","BP","GO:0099111","microtubule-based transport","7/578","154/14187",0.438754082575255,0.700177367786036,0.618580671207197,"Hspa8/Ndel1/Nefl/Ssna1/Uchl1/Dynll1/Fmr1",7
"1","BP","GO:0002028","regulation of sodium ion transport","4/578","83/14187",0.439555341738986,0.700177367786036,0.618580671207197,"Per1/Sik1/Sgk1/Cxcl1",4
"1","BP","GO:0002708","positive regulation of lymphocyte mediated immunity","4/578","83/14187",0.439555341738986,0.700177367786036,0.618580671207197,"Tfrc/Hspa8/Arid5a/Pvr",4
"1","BP","GO:0010522","regulation of calcium ion transport into cytosol","4/578","83/14187",0.439555341738986,0.700177367786036,0.618580671207197,"Coro1a/Adrb1/Snca/Jsrp1",4
"1","BP","GO:0046849","bone remodeling","4/578","83/14187",0.439555341738986,0.700177367786036,0.618580671207197,"Tfrc/Suco/Tmem64/Epha2",4
"-1","BP","GO:0009743","response to carbohydrate","3/221","156/14187",0.439614784436167,0.945804803411835,0.945804803411835,"Slc2a5/Oprk1/Neurod1",3
"-1","BP","GO:0048771","tissue remodeling","3/221","156/14187",0.439614784436167,0.945804803411835,0.945804803411835,"Adam8/Pth1r/Nfatc3",3
"-1","BP","GO:0048732","gland development","6/221","341/14187",0.43966087104273,0.945804803411835,0.945804803411835,"Nkx3-1/Rreb1/Xdh/Shh/Brca2/Nfatc3",6
"1","BP","GO:0097479","synaptic vesicle localization","8/578","178/14187",0.439743588337075,0.700177367786036,0.618580671207197,"Syt4/Picalm/Fgfr2/Nrn1/Fmr1/Rap1b/Snca/Syt5",8
"1","CC","GO:0002080","acrosomal membrane","1/585","14/14437",0.439750230058582,0.775629055356106,0.686424154252772,"Slc2a3",1
"1","CC","GO:0030126","COPI vesicle coat","1/585","14/14437",0.439750230058582,0.775629055356106,0.686424154252772,"Dipk2a",1
"1","CC","GO:0030479","actin cortical patch","1/585","14/14437",0.439750230058582,0.775629055356106,0.686424154252772,"Actr3",1
"1","CC","GO:0034719","SMN-Sm protein complex","1/585","14/14437",0.439750230058582,0.775629055356106,0.686424154252772,"Snrpb",1
"1","CC","GO:0061645","endocytic patch","1/585","14/14437",0.439750230058582,0.775629055356106,0.686424154252772,"Actr3",1
"1","CC","GO:0090543","Flemming body","1/585","14/14437",0.439750230058582,0.775629055356106,0.686424154252772,"Arf6",1
"1","CC","GO:0098871","postsynaptic actin cytoskeleton","1/585","14/14437",0.439750230058582,0.775629055356106,0.686424154252772,"Actb",1
"1","BP","GO:0002263","cell activation involved in immune response","9/578","202/14187",0.440336635249779,0.700177367786036,0.618580671207197,"Nfkbid/Smad7/Tfrc/Gadd45g/Coro1a/Nr4a3/Nfkbiz/Tcim/Ndfip1",9
"1","BP","GO:0005996","monosaccharide metabolic process","9/578","202/14187",0.440336635249779,0.700177367786036,0.618580671207197,"Midn/Atf4/Sik1/Ldha/Ppp1r3g/Atf3/Aldoa/Myc/Per2",9
"1","BP","GO:0002757","immune response-activating signal transduction","11/578","250/14187",0.440770677164171,0.700177367786036,0.618580671207197,"Nfkbid/Peli1/Mapkapk2/Bcl10/Nr4a3/Pawr/Nfkbiz/Nop53/Crkl/Cd14/Arf6",11
"1","CC","GO:0014704","intercalated disc","3/585","60/14437",0.440959481470972,0.775629055356106,0.686424154252772,"Slc2a1/Cxadr/Vcl",3
"-1","BP","GO:0016233","telomere capping","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Rtel1",1
"-1","BP","GO:0021799","cerebral cortex radially oriented cell migration","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Ccdc141",1
"-1","BP","GO:0030857","negative regulation of epithelial cell differentiation","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Xdh",1
"-1","BP","GO:0031057","negative regulation of histone modification","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Dnmt3b",1
"-1","BP","GO:0032768","regulation of monooxygenase activity","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Tert",1
"-1","BP","GO:0042149","cellular response to glucose starvation","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Atg14",1
"-1","BP","GO:0048873","homeostasis of number of cells within a tissue","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Flt3l",1
"-1","BP","GO:0055078","sodium ion homeostasis","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Atp1b2",1
"-1","BP","GO:0072523","purine-containing compound catabolic process","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Xdh",1
"-1","BP","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","1/221","37/14187",0.441026556423848,0.945804803411835,0.945804803411835,"Rreb1",1
"-1","MF","GO:0004930","G protein-coupled receptor activity","5/222","276/14068",0.441444059545338,0.814729253060798,0.813359606055782,"Oprk1/Mrgpre/Gpr75/Pth1r/Gpr12",5
"1","BP","GO:0000963","mitochondrial RNA processing","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Fastkd5",1
"1","BP","GO:0001502","cartilage condensation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Barx2",1
"1","BP","GO:0002347","response to tumor cell","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Pvr",1
"1","BP","GO:0002864","regulation of acute inflammatory response to antigenic stimulus","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Adcyap1",1
"1","BP","GO:0006007","glucose catabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Ldha",1
"1","BP","GO:0006309","apoptotic DNA fragmentation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Cidea",1
"1","BP","GO:0006415","translational termination","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Etf1",1
"1","BP","GO:0006525","arginine metabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Oat",1
"1","BP","GO:0006828","manganese ion transport","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Hrh1",1
"1","BP","GO:0007076","mitotic chromosome condensation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Phf13",1
"1","BP","GO:0007216","G protein-coupled glutamate receptor signaling pathway","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Homer1",1
"1","BP","GO:0007350","blastoderm segmentation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Nrp1",1
"1","BP","GO:0008210","estrogen metabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Tiparp",1
"1","BP","GO:0009263","deoxyribonucleotide biosynthetic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Cmpk1",1
"1","BP","GO:0010225","response to UV-C","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Impact",1
"1","BP","GO:0010447","response to acidic pH","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Impact",1
"1","BP","GO:0010888","negative regulation of lipid storage","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Osbpl8",1
"1","BP","GO:0014857","regulation of skeletal muscle cell proliferation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Akirin1",1
"1","BP","GO:0015693","magnesium ion transport","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Nipa2",1
"1","BP","GO:0015732","prostaglandin transport","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Acsl4",1
"1","BP","GO:0015936","coenzyme A metabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Hmgcr",1
"1","BP","GO:0019081","viral translation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Ptbp1",1
"1","BP","GO:0019377","glycolipid catabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Gla",1
"1","BP","GO:0021932","hindbrain radial glia guided cell migration","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Flna",1
"1","BP","GO:0030213","hyaluronan biosynthetic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Cltc",1
"1","BP","GO:0031268","pseudopodium organization","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Cdc42ep3",1
"1","BP","GO:0032460","negative regulation of protein oligomerization","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Pex5",1
"1","BP","GO:0032570","response to progesterone","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Abhd2",1
"1","BP","GO:0032988","ribonucleoprotein complex disassembly","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Dyrk3",1
"1","BP","GO:0033127","regulation of histone phosphorylation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Fmr1",1
"1","BP","GO:0033235","positive regulation of protein sumoylation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Tollip",1
"1","BP","GO:0034471","ncRNA 5'-end processing","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Abt1",1
"1","BP","GO:0035729","cellular response to hepatocyte growth factor stimulus","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Nrp1",1
"1","BP","GO:0039535","regulation of RIG-I signaling pathway","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Nop53",1
"1","BP","GO:0042573","retinoic acid metabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Rdh10",1
"1","BP","GO:0043084","penile erection","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Vgf",1
"1","BP","GO:0043584","nose development","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Rdh10",1
"1","BP","GO:0043652","engulfment of apoptotic cell","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Thbs1",1
"1","BP","GO:0046033","AMP metabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Ak4",1
"1","BP","GO:0046479","glycosphingolipid catabolic process","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Gla",1
"1","BP","GO:0046629","gamma-delta T cell activation","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Cxadr",1
"1","BP","GO:0048308","organelle inheritance","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Plk3",1
"1","BP","GO:0048313","Golgi inheritance","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Plk3",1
"1","BP","GO:0048557","embryonic digestive tract morphogenesis","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Fgfr2",1
"1","BP","GO:0048875","chemical homeostasis within a tissue","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Homer1",1
"1","BP","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","1/578","14/14187",0.441554695200916,0.700177367786036,0.618580671207197,"Pacsin3",1
