"","OR_cno","Pval_cno","NumSig_cno","adjPval_cno","OR_saline","Pval_saline","NumSig_saline","adjPval_saline","setSize","ID"
"Migraine Disorders",3.24427852876044,2.68588867700185e-10,45,8.18812348103136e-10,0.958395288664119,1,6,1,480,"MESH:D008881"
"Erectile Dysfunction",2.80057246877992,2.96622725193527e-10,57,9.01699281428756e-10,1.22294207010157,0.492990719516135,11,0.815259295710634,680,"MESH:D007172"
"Cardiovascular Abnormalities",2.12316256292775,3.1712074527434e-10,105,9.61272259112842e-10,0.934653975343841,0.910324172458789,21,1,1581,"MESH:D018376"
"Cleft Lip",2.64767218210116,3.98462440015773e-10,62,1.20441763030263e-09,0.6554008160774,0.337644822647348,7,0.712696056598455,707,"MESH:D002971"
"Psychotic Disorders",5.27015128425677,4.47930526048895e-10,25,1.35011828049201e-09,0.436724277011536,0.730369591186155,1,0.958755003033254,163,"MESH:D011618"
"Intestinal Neoplasms",2.6971656956757,4.56171901492762e-10,60,1.37108568702191e-09,0.387968993778936,0.0490257822258189,4,0.349520016385795,720,"MESH:D007414"
"Ventricular Dysfunction",3.22460334715615,4.88497532382622e-10,44,1.46412041306814e-09,0.976939255631571,1,6,1,448,"MESH:D018754"
"Leukemia, Myeloid, Acute",2.63739949298943,6.08578858745512e-10,61,1.81891776549429e-09,0.866055043610382,0.871653822887945,9,1,741,"MESH:D015470"
"Nose Neoplasms",5.6264189445631,7.21609458448812e-10,23,2.150718693198e-09,0.502893444757968,1,1,1,143,"MESH:D009669"
"Colitis",2.67748774359928,7.57520237396451e-10,59,2.25145986992204e-09,1.35097554804222,0.319734452437589,13,0.703245723845443,756,"MESH:D003092"
"Sexual Dysfunctions, Psychological",3.83447620511695,7.89957800230021e-10,34,2.34134714679287e-09,1.24739143919723,0.606458175023247,5,0.885765640808154,288,"MESH:D020018"
"Occupational Diseases",4.01203650692086,8.90235748569272e-10,32,2.63125081363826e-09,0.816612527273177,1,3,1,268,"MESH:D009784"
"Hyponatremia",3.64313681023132,8.97453494383117e-10,36,2.64525657046073e-09,1.12087975404204,0.806854194210532,5,0.995923012853895,330,"MESH:D007010"
"Precursor Cell Lymphoblastic Leukemia-Lymphoma",2.86509619893272,9.95872004520768e-10,51,2.92726013450044e-09,0.617705313909104,0.36256238155083,5,0.719436795228979,595,"MESH:D054198"
"Dysarthria",4.34506257551131,1.04328717322331e-09,29,3.05820718084964e-09,1.30880764152606,0.554385710191381,4,0.849031448756059,238,"MESH:D004401"
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",3.6755991945753,1.22025346805456e-09,35,3.56715191894306e-09,1.40940427772447,0.331741730465472,6,0.712696056598455,315,"MESH:D015464"
"Arthralgia",3.32720261109195,1.22728285526585e-09,40,3.57789837860291e-09,1.11510489425018,0.663093320071311,6,0.918556408205986,412,"MESH:D018771"
"Constipation",3.9294696116473,1.39748634349069e-09,32,4.06299163080262e-09,2.2372579933824,0.0335262662540634,8,0.294959810554366,298,"MESH:D003248"
"Diabetic Nephropathies",2.82664809841966,1.43283742083304e-09,52,4.15444980442623e-09,0.721398454783451,0.588442721759258,6,0.875792063082724,626,"MESH:D003928"
"Parkinsonian Disorders",3.7288510828312,1.49021521666502e-09,34,4.30910470509911e-09,0.71780672943495,0.801811058660529,3,0.994870487747324,311,"MESH:D020734"
"Blindness",3.86972473160149,1.94535091761039e-09,32,5.60997142997375e-09,1.06439636280178,0.791768839463945,4,0.993012171958454,288,"MESH:D001766"
"Spinal Cord Diseases",2.81197874585152,2.27489988876396e-09,51,6.54263660730767e-09,0.607295114059042,0.363639178714988,5,0.719436795228979,578,"MESH:D013118"
"Eating Disorders",4.87731955784162,3.6808220172268e-09,24,1.0557626592422e-08,1.31217970448035,0.503053645844631,3,0.818537359811166,175,"MESH:D001068"
"Drug-Induced Liver Injury",2.25162116891448,4.46300745333544e-09,530,1.27668336533751e-08,0.601178350515184,0.0015733543383014,171,0.130830051286822,13899,"MESH:D056486"
"Quadriplegia",6.69912095828735,4.72162757824618e-09,18,1.34705257379376e-08,0.747145363041739,1,1,1,100,"MESH:D011782"
"Apnea",4.43061606488789,5.01033918313368e-09,26,1.42560850890764e-08,1.49596853078316,0.351289077053373,4,0.719436795228979,203,"MESH:D001049"
"Inappropriate ADH Syndrome",3.70000608066254,5.05978121381482e-09,32,1.43584748806926e-08,1.02333420842798,0.798562854740102,4,0.994870487747324,304,"MESH:D007177"
"Child Behavior Disorders",3.68214796087833,5.60854264452804e-09,32,1.5873514593399e-08,1.2848960852161,0.600735469088833,5,0.884000414477696,273,"MESH:D002653"
"Catatonia",4.24407067379058,5.82084562823136e-09,27,1.64307996966213e-08,1.02762467898759,0.768875431757767,3,0.982782043375075,215,"MESH:D002389"
"Coronary Artery Disease",3.35806891574712,6.06048830170652e-09,36,1.7062113503749e-08,1.26082654718583,0.486240817600494,6,0.814493379901805,379,"MESH:D003324"
"Depressive Disorder, Major",4.71630886679941,6.51763325498712e-09,24,1.83008281133454e-08,0.84037974649239,1,2,1,177,"MESH:D003865"
"Parkinson Disease, Secondary",3.53091347251744,8.2826247629446e-09,33,2.31956971707661e-08,0.706382204612947,0.802381620317353,3,0.994870487747324,315,"MESH:D010302"
"Paranoid Disorders",4.63909850723866,8.60288995032632e-09,24,2.40295381596811e-08,1.69572525782022,0.307636904591281,4,0.69192014239952,181,"MESH:D010259"
"Subarachnoid Hemorrhage",4.4435088054621,9.18847261176218e-09,25,2.55981730463453e-08,0.378460926119714,0.525763294177245,1,0.832962153801881,193,"MESH:D013345"
"Intracranial Hypertension",2.88685964005297,9.70203245659163e-09,44,2.69585120603731e-08,0.731417900087232,0.691400698881308,5,0.940441411142832,496,"MESH:D019586"
"Muscular Atrophy",3.66698735862214,1.03202874577744e-08,31,2.85473268025693e-08,0.7808382016449,1,3,1,289,"MESH:D009133"
"Aortic Diseases",3.98716741169496,1.03273365939941e-08,28,2.85473268025693e-08,0.618272302287295,0.774182743926443,2,0.98499866034949,234,"MESH:D001018"
"Arthritis, Rheumatoid",2.73947218425873,1.14066626390867e-08,48,3.1449377353761e-08,0.899580165633838,1,7,1,602,"MESH:D001172"
"Testicular Neoplasms",3.51245395315448,1.51858611291448e-08,32,4.17611181051481e-08,0.977146093955955,1,4,1,298,"MESH:D013736"
"Hyperkalemia",4.87096361827289,1.61181688682102e-08,22,4.42110184637025e-08,0.946531369745163,1,2,1,173,"MESH:D006947"
"Dementia",2.93393910406814,1.93135079324285e-08,41,5.28397768305161e-08,1.13863627714191,0.679000355848675,7,0.931232660508879,460,"MESH:D003704"
"Ulcer",4.19247603527023,2.51924370099207e-08,25,6.8747647799451e-08,2.27832479475502,0.0562713115647346,6,0.378344509463704,214,"MESH:D014456"
"Leukemia, Promyelocytic, Acute",2.96825931441107,3.10138026636071e-08,39,8.44176720460938e-08,1.03399725979802,0.832030820551749,6,1,422,"MESH:D015473"
"Polyneuropathies",4.13405817137685,3.20752235802508e-08,25,8.7084640102106e-08,1.46861242884891,0.359105840302462,4,0.719436795228979,211,"MESH:D011115"
"Motor Skills Disorders",2.61876275431356,3.40648754250662e-08,49,9.22518326866641e-08,0.718410274244823,0.588850945170556,6,0.875792063082724,551,"MESH:D019957"
"Myocardial Reperfusion Injury",3.22304775662116,3.71734141856772e-08,34,1.00415273255994e-07,0.630883926211181,0.635086750127936,3,0.910254319507457,396,"MESH:D015428"
"Anemia, Hemolytic, Autoimmune",3.71899289785344,3.83039084563697e-08,28,1.03207753340774e-07,1.49634047046645,0.396043578533463,5,0.751211099649482,270,"MESH:D000744"
"Agranulocytosis",3.02893567128603,4.21956931436531e-08,37,1.13407568222362e-07,0.92219233404735,1,5,1,402,"MESH:D000380"
"Spinal Dysraphism",4.68537596335312,5.97121620981928e-08,21,1.60082605424049e-07,0.474932710791303,0.726395538533432,1,0.958347289097861,152,"MESH:D016135"
"Skin Ulcer",4.91653162515855,6.08951445616963e-08,20,1.62844910394311e-07,1.60282707307254,0.44187839250719,3,0.791259039694317,131,"MESH:D012883"
"Urticaria",3.61788863028065,6.40474977840427e-08,28,1.70846700338934e-07,1.76852473844396,0.165043204782585,6,0.540961688292415,289,"MESH:D014581"
"Psychomotor Agitation",4.07518615533951,7.49073673697248e-08,24,1.9931710968453e-07,1.12399703203037,0.751666400276588,3,0.96526104507568,200,"MESH:D011595"
"Eye Abnormalities",2.26974594012359,9.42654156749142e-08,62,2.50201986380929e-07,0.739999869473787,0.454453909630921,9,0.791259039694317,804,"MESH:D005124"
"Extravasation of Diagnostic and Therapeutic Materials",3.35850024654604,9.79634069269725e-08,30,2.59372097248337e-07,1.00604731671055,1,4,1,313,"MESH:D005119"
"Uremia",3.43531241395472,1.02334086529422e-07,29,2.70273441403201e-07,2.20701817415542,0.0575280693727208,8,0.382530185282177,274,"MESH:D014511"
"Long QT Syndrome",3.52201712328771,1.05236149818168e-07,28,2.77251782360457e-07,1.12986651145017,0.783357621706871,4,0.992093036985578,276,"MESH:D008133"
"Teratogenesis",2.85019577847867,1.15594855756904e-07,38,3.03792391853735e-07,0.673337204672366,0.669385803581196,4,0.923900031476309,422,"MESH:D064793"
"Peripheral Vascular Diseases",4.47481784939558,1.17899232786921e-07,21,3.09087177846793e-07,0.456775836621684,0.727741351334288,1,0.958347289097861,152,"MESH:D016491"
"Eosinophilia",2.98875616372763,1.24650771727829e-07,35,3.25986209396061e-07,0.967463282187169,1,5,1,428,"MESH:D004802"
"Glomerulonephritis",3.23206900063849,1.31459269559638e-07,31,3.42951199560229e-07,1.18316027632325,0.619513532152254,5,0.897263907337853,332,"MESH:D005921"
"Stomach Diseases",3.93428087954702,1.33381008306755e-07,24,3.47115941130018e-07,1.46861242884891,0.359105840302462,4,0.719436795228979,224,"MESH:D013272"
"Impulse Control Disorders",5.93352854917753,1.36021349646813e-07,16,3.53125985579438e-07,0.766171447233481,1,1,1,96,"MESH:D007174"
"Nephrotic Syndrome",3.46677384202703,1.40627585502464e-07,28,3.641981401241e-07,1.11407250615734,0.785130601355544,4,0.992818054007699,289,"MESH:D009404"
"Osteosarcoma",2.60375369391169,1.45873793924105e-07,45,3.76870068079953e-07,0.921900114854152,1,7,1,554,"MESH:D012516"
"Disorders of Excessive Somnolence",3.76649611334329,1.5625571676024e-07,25,4.02717028461777e-07,1.3530285950366,0.546438930353507,4,0.847156820529608,234,"MESH:D006970"
"Mesothelioma",3.12215695942197,1.69881025028756e-07,32,4.36778442664294e-07,0.654226490331086,0.633275154108326,3,0.909233597999281,318,"MESH:D008654"
"Heavy Metal Toxicity",4.01343466928782,1.74281283317979e-07,23,4.46116390040498e-07,0.765131967874022,1,2,1,193,"MESH:C535854"
"Peritonitis",4.3567950425095,1.74349142124543e-07,21,4.46116390040498e-07,1.85155633327246,0.28688150422665,4,0.65747553198446,171,"MESH:D010538"
"Sialorrhea",5.38610362837641,1.86334363941291e-07,17,4.7564298163961e-07,1.34989041466749,0.662614081640593,2,0.918556408205986,102,"MESH:D012798"
"Mydriasis",11.7760350748184,1.91271620885471e-07,10,4.87080714760854e-07,0,1,0,NA,32,"MESH:D015878"
"Stereotypic Movement Disorder",4.31892330891544,1.98101822401296e-07,21,5.03272963100436e-07,0.443211552627889,0.729377704483714,1,0.958755003033254,148,"MESH:D019956"
"Leiomyosarcoma",4.28170028507235,2.24796085189402e-07,21,5.69732595955087e-07,1.35145250120081,0.492158483427243,3,0.815259295710634,160,"MESH:D007890"
"Musculoskeletal Abnormalities",4.97682804083121,2.29435351823575e-07,18,5.80112607572878e-07,0.586622269858061,1,1,1,120,"MESH:D009139"
"Hypesthesia",3.27157097902024,2.55257637834145e-07,29,6.43876831132465e-07,1.2848960852161,0.600735469088833,5,0.884000414477696,297,"MESH:D006987"
"Genomic Instability",4.41265466156084,2.80831855805179e-07,20,7.06716014490863e-07,0,0.27684427137518,0,NA,145,"MESH:D042822"
"Raynaud Disease",4.17376438522345,3.25962416221743e-07,21,8.18357407314352e-07,0.870927157152756,1,2,1,168,"MESH:D011928"
"Puberty, Precocious",1.8807849955531,4.17585687177967e-07,92,1.04592471412885e-06,0.62775748066201,0.107512451181402,14,0.481464607375095,1642,"MESH:D011629"
"Oliguria",3.79001641164765,4.26654741275074e-07,23,1.06613725747191e-06,1.48673854574108,0.353871345165819,4,0.719436795228979,224,"MESH:D009846"
"Glomerulonephritis, Membranous",5.3467932810986,4.56910133438456e-07,16,1.13907269247391e-06,0.703451542925682,1,1,1,116,"MESH:D015433"
"Hypoglycemia",3.23003632992892,5.05063099447776e-07,28,1.2561825806778e-06,1.3188520261763,0.438446662385599,5,0.791259039694317,294,"MESH:D007003"
"Epilepsies, Myoclonic",5.27148856176905,5.37438204794548e-07,16,1.33359666166461e-06,0.69531542218301,1,1,1,111,"MESH:D004831"
"Massive Hepatic Necrosis",2.54112270478798,5.66394783891293e-07,42,1.40218847891418e-06,1.57084103029501,0.175043505637561,11,0.561089066520401,553,"MESH:D047508"
"Carcinoma, Renal Cell",2.70988067077619,6.53047711479483e-07,37,1.61296737997363e-06,0.66191149003707,0.532147744391709,4,0.835982911404481,435,"MESH:D002292"
"Hyperthyroidism",3.97337989498393,6.63317545125136e-07,21,1.63454923937302e-06,0.834523054004964,1,2,1,184,"MESH:D006980"
"Dermatitis, Allergic Contact",4.26416339269146,8.60207933429354e-07,19,2.11484300684129e-06,0,0.273978692298195,0,NA,157,"MESH:D017449"
"Muscle Hypotonia",4.748237430871,8.63700324794969e-07,17,2.11854769323272e-06,1.21402381120138,0.682541023572327,2,0.932994093379032,115,"MESH:D009123"
"Retinal Diseases",3.61313365289755,8.88859352164853e-07,23,2.1752590109172e-06,1.05790809866767,0.76287176839896,3,0.976617573476688,209,"MESH:D012164"
"Tic Disorders",4.63808957366548,1.14513734316637e-06,17,2.79602184246799e-06,0,0.419803093895036,0,NA,122,"MESH:D013981"
"Arthritis, Experimental",2.47606332763476,1.21503265969085e-06,41,2.95990832851629e-06,0.54550073430848,0.334060754815467,4,0.712696056598455,533,"MESH:D001169"
"Lymphoma, Non-Hodgkin",2.81928573509629,1.26048568300851e-06,32,3.05667778129564e-06,1.2220614752219,0.641841677395084,6,0.910468382857177,382,"MESH:D008228"
"Substance-Related Disorders",2.81928573509629,1.26048568300851e-06,32,3.05667778129564e-06,1.2220614752219,0.641841677395084,6,0.910468382857177,347,"MESH:D019966"
"Hypertension, Pulmonary",3.22437476894593,1.27367384868665e-06,26,3.081655320972e-06,0.554691258238489,0.589862368968654,2,0.875792063082724,275,"MESH:D006976"
"Wilms Tumor",4.8636414620168,1.35367651703292e-06,16,3.26781186351611e-06,2.72362219261212,0.0667214155208786,4,0.385037526230686,111,"MESH:D009396"
"Tachycardia, Sinus",3.90250332377335,1.53382093112975e-06,20,3.69432716369174e-06,0.864643130231947,1,2,1,170,"MESH:D013616"
"Neuralgia",2.7880105748769,1.56071605369215e-06,32,3.75063970560704e-06,1.00012208521548,1,5,1,380,"MESH:D009437"
"Urologic Neoplasms",3.3526958200954,1.71184544606052e-06,24,4.10458222684625e-06,0.624771131638693,0.773734002613047,2,0.98499866034949,218,"MESH:D014571"
"Head and Neck Neoplasms",2.51421629269373,1.75748772387303e-06,39,4.20457264881732e-06,1.04376045588617,0.842737111819153,7,1,494,"MESH:D006258"
"Lung Diseases, Interstitial",5.07508798619946,1.80299829889045e-06,15,4.29591252364301e-06,1.46444461758976,0.402601039186141,2,0.760162236088901,99,"MESH:D017563"
"Papilledema",3.56863516829787,1.80371959755583e-06,22,4.29591252364301e-06,0.723420253611972,1,2,1,213,"MESH:D010211"
"Death, Sudden, Cardiac",3.9627555511833,2.25012343362863e-06,19,5.34717528659633e-06,0.456775836621684,0.727741351334288,1,0.958347289097861,158,"MESH:D016757"
"Hot Flashes",2.52122431850506,2.35780495473833e-06,38,5.59061752601289e-06,0.147374883152875,0.0241775005033504,1,0.286346777230667,474,"MESH:D019584"
"Cough",3.36665122269984,2.59066403220598e-06,23,6.12913197863366e-06,1.33796432864876,0.548984079653689,4,0.847156820529608,242,"MESH:D003371"
"Cardiomyopathy, Dilated",3.47306777521423,2.67618620917772e-06,22,6.31745726812527e-06,1.44222817447681,0.367122609522322,4,0.719436795228979,205,"MESH:D002311"
"Jaundice, Obstructive",3.16122635451868,2.73472878813501e-06,25,6.44140312790299e-06,0.567982799776522,0.589350006894399,2,0.875792063082724,286,"MESH:D041781"
"Bone Resorption",3.2375902958994,2.94019386405863e-06,24,6.91010320033163e-06,0,0.0822377465169542,0,NA,237,"MESH:D001862"
"Olfaction Disorders",5.17384414688411,3.22582075892825e-06,14,7.5647269225856e-06,0.78618584306805,1,1,1,95,"MESH:D000857"
"Obsessive-Compulsive Disorder",5.58415245521525,3.47510636187357e-06,13,8.13144405289276e-06,0.904179971876419,1,1,1,84,"MESH:D009771"
"Osteoporosis",2.82570248405999,3.58828755360206e-06,29,8.3779055135523e-06,0.892697643021339,1,4,1,334,"MESH:D010024"
"Cholangiocarcinoma",2.58875183212855,3.67779276259379e-06,34,8.56813292071522e-06,0.695313471403302,0.666329130777348,4,0.921495302931216,426,"MESH:D018281"
"Vasculitis, Central Nervous System",9.20056163347504,3.95153037222681e-06,9,9.18580154066668e-06,0,1,0,NA,36,"MESH:D020293"
"Body Weight Changes",2.17743675662808,4.22649044294742e-06,49,9.80362022309759e-06,1.14673450394035,0.618063629250485,11,0.896734423491493,708,"MESH:D001836"
"Cerebrovascular Disorders",3.47194733409779,4.44212253531642e-06,21,1.02814419635198e-05,1.51477185576721,0.346197862698031,4,0.719436795228979,202,"MESH:D002561"
"Mononeuropathies",7.59199806684021,4.73080971324221e-06,10,1.09259176710594e-05,3.12632455404413,0.142776477874874,2,0.52712565715411,46,"MESH:D020422"
"Chromosome Breakage",3.44774622292992,4.89292323457966e-06,21,1.12759159639233e-05,1.50530983871047,0.348731022941576,4,0.719436795228979,187,"MESH:D019457"
"Stomatitis",2.57474851325835,5.54992501473726e-06,33,1.27624353248376e-05,1.08781667732781,0.826154242982586,6,1,403,"MESH:D013280"
"Basal Ganglia Diseases",3.52311769390625,6.05932664583906e-06,20,1.39038742604522e-05,0.390891923324002,0.524189290433854,1,0.832221372037485,191,"MESH:D001480"
"Xerostomia",4.49449816713552,6.60854486731028e-06,15,1.5131582346395e-05,0.650172904124037,1,1,1,113,"MESH:D014987"
"Leukemia, Lymphoid",2.81950745111802,7.7381444885815e-06,27,1.76800860156669e-05,1.46685644311,0.314462964918563,6,0.695774503282746,300,"MESH:D007945"
"Respiratory Tract Infections",2.15454683977296,8.33293206239903e-06,47,1.89983728858542e-05,1.07403882783327,0.73700879472955,10,0.960929070880649,691,"MESH:D012141"
"Diabetes Mellitus, Experimental",2.55151632420839,8.83248912133601e-06,32,2.00943835660246e-05,1.31095641016481,0.504147638691041,7,0.818537359811166,421,"MESH:D003921"
"Dermatitis, Atopic",3.55356488758186,9.09971623734441e-06,19,2.06582919686095e-05,0,0.179972803282574,0,NA,208,"MESH:D003876"
"Arthritis",3.39602933781751,9.83269421048931e-06,20,2.22749144853335e-05,1.16021616593045,0.746568172728172,3,0.964706060697185,201,"MESH:D001168"
"Neuromuscular Diseases",2.83606100109651,1.01853740389277e-05,26,2.30249874990166e-05,1.00604731671055,1,4,1,293,"MESH:D009468"
"Reflex, Abnormal",1.67359312786658,1.03804256839044e-05,105,2.34163091009007e-05,0.992021062718683,1,27,1,2063,"MESH:D012021"
"Torsades de Pointes",3.37169292283239,1.08031368454994e-05,20,2.43184536163457e-05,1.55382521268445,0.336328012501548,4,0.712696056598455,206,"MESH:D016171"
"Glomerulosclerosis, Focal Segmental",2.70095860121435,1.10099088121069e-05,28,2.47317320053012e-05,1.35620887463207,0.462744981098464,6,0.791978171174362,332,"MESH:D005923"
"Transposition of Great Vessels",3.80214922406517,1.19815973562076e-05,17,2.68579083593981e-05,1.00179972874993,1,2,1,155,"MESH:D014188"
"Prolactinoma",3.47078721587223,1.22444256114424e-05,19,2.73895222796835e-05,0.406917797634868,0.736884581986014,1,0.960929070880649,197,"MESH:D015175"
"Chorea",4.22494235398926,1.26523871335388e-05,15,2.82428809026901e-05,1.25184236994673,0.676329162376918,2,0.929109995491215,125,"MESH:D002819"
"Pica",29.2114794867781,1.3007404540417e-05,5,2.89747403854382e-05,7.60270814285853,0.136987559059008,1,0.520848206140206,13,"MESH:D010842"
"Pain, Postoperative",3.27770316876922,1.56071147643809e-05,20,3.46933155283217e-05,1.12399703203037,0.751666400276588,3,0.96526104507568,220,"MESH:D010149"
"Brain Damage, Chronic",8.94303882783362,1.61156561259188e-05,8,3.57492829238158e-05,0,1,0,NA,31,"MESH:D001925"
"Respiratory Sounds",3.62907379496647,2.04224874703997e-05,17,4.52091164541835e-05,0.474932710791303,0.726395538533432,1,0.958347289097861,172,"MESH:D012135"
"Lymphatic Diseases",2.62554774634558,2.32773762889982e-05,28,5.14222784686565e-05,1.09208433660696,0.809558830727885,5,0.997772210151954,353,"MESH:D008206"
"Neuroblastoma",3.29173325435789,2.36731248966003e-05,19,5.21884798856871e-05,1.19089582597942,0.742782759373785,3,0.962823420066019,183,"MESH:D009447"
"Neuroleptic Malignant Syndrome",5.39881683640935,2.51295806888391e-05,11,5.5285077515446e-05,2.13644964910772,0.248490276091523,2,0.637659384913538,69,"MESH:D009459"
"Anaphylaxis",2.80344025722047,2.53905508768478e-05,24,5.57442752790055e-05,1.36695197229007,0.424062545135422,5,0.788089269274144,306,"MESH:D000707"
"Lymphopenia",3.94173576009628,2.60203601893101e-05,15,5.70097008665172e-05,1.79292102683597,0.242956043246996,3,0.635895206351055,123,"MESH:D008231"
"Hyperinsulinism",2.41988667275468,2.6635567109381e-05,32,5.82380125116998e-05,1.06186017706174,0.828681886726173,6,1,438,"MESH:D006946"
"Exophthalmos",3.71266260133592,2.74284279612932e-05,16,5.98489419932512e-05,1.04538238038974,0.717603667665838,2,0.958347289097861,130,"MESH:D005094"
"Ischemic Attack, Transient",3.50192968606701,3.0625921799521e-05,17,6.66895072654876e-05,0.931833558693275,1,2,1,159,"MESH:D002546"
"Dysuria",2.6106715130262,3.50124243711107e-05,27,7.60860627372202e-05,1.36653035924151,0.460856587020383,6,0.791978171174362,326,"MESH:D053159"
"Cataplexy",9.6516794626608,3.71829672630389e-05,7,8.06386708732977e-05,0,1,0,NA,30,"MESH:D002385"
"Hypothyroidism",2.39410570386297,4.10942202553718e-05,31,8.89402292342427e-05,0.899700411263684,1,5,1,440,"MESH:D007037"
"Multiple Organ Failure",3.25696681505121,4.30542052790399e-05,18,9.29935972322582e-05,0.823048702372734,1,2,1,166,"MESH:D009102"
"Sudden Infant Death",4.9805917444949,4.76015966623983e-05,11,0.000102607886138947,0.977449475224557,1,1,1,75,"MESH:D013398"
"Unconsciousness",3.69330746115667,5.05762232317952e-05,15,0.000108800060863559,1.69261880122056,0.430583893883555,3,0.791259039694317,141,"MESH:D014474"
"Dermatitis, Contact",4.49011260252873,5.34562751286811e-05,12,0.000114764276785317,0,0.636579293417356,0,NA,99,"MESH:D003877"
"Hepatic Veno-Occlusive Disease",2.96712121170757,5.540471360609e-05,20,0.000118708492806622,1.3841642977039,0.541682074417822,4,0.845228444421771,218,"MESH:D006504"
"Renal Insufficiency, Chronic",4.08933905406708,6.23931337729153e-05,13,0.000133413775021444,0.69531542218301,1,1,1,102,"MESH:D051436"
"Sarcoma",2.17640571154267,6.57140191004363e-05,36,0.000140233716760331,0.701472381747866,0.562456918291506,5,0.855058587182124,516,"MESH:D012509"
"Prostatitis",2.70879213803824,8.36866120103445e-05,22,0.000178230768493089,1.75993370354378,0.166691642347347,6,0.542732237091559,249,"MESH:D011472"
"Gallstones",5.11239766927547,8.59665809618021e-05,10,0.000182721796586141,2.25559862218388,0.230439962291801,2,0.626977744816018,85,"MESH:D042882"
"Neurogenic Inflammation",3.31920123158993,9.05510869122776e-05,16,0.000192083518360637,1.43739190434425,0.471419064591788,3,0.799859675704753,154,"MESH:D020078"
"Arterial Occlusive Diseases",5.71389509745065,9.25492684701094e-05,9,0.000195932677495251,1.3483421494406,0.529522448171507,1,0.835715772209612,53,"MESH:D001157"
"Carcinoma, Ductal, Breast",3.04556988956062,9.33836707204417e-05,18,0.000197181644095492,1.17535806761655,0.744640692714122,3,0.963721209506383,183,"MESH:D018270"
"Infertility",3.47477538509717,9.35088209112641e-05,15,0.000197181644095492,0,0.26899923367179,0,NA,137,"MESH:D007246"
"Language Development Disorders",4.54262358971131,9.83015898915809e-05,11,0.000206879282868475,0,0.630477118182054,0,NA,75,"MESH:D007805"
"Color Vision Defects",3.88135594952085,9.97696650379496e-05,13,0.000209555575975378,1.34989041466749,0.662614081640593,2,0.918556408205986,122,"MESH:D003117"
"Sensation Disorders",4.15813048577078,0.000102160599085359,12,0.000214155912031588,0.766171447233481,1,1,1,95,"MESH:D012678"
"Blindness, Cortical",3.44078562334655,0.000103132179107862,15,0.00021576869629037,1.04538238038974,0.717603667665838,2,0.958347289097861,136,"MESH:D019575"
"Compartment Syndromes",6.47294999778394,0.000108239151797518,8,0.00022556870110928,1.68648824857071,0.454627760258511,1,0.791259039694317,43,"MESH:D003161"
"Neonatal Abstinence Syndrome",6.47294999778394,0.000108239151797518,8,0.00022556870110928,3.48460254488847,0.120814799932853,2,0.502504885121315,42,"MESH:D009357"
"Perceptual Disorders",10.0300714094119,0.000114574232932242,6,0.000238305470835676,3.19904994194449,0.279292163140706,1,0.648805109318438,24,"MESH:D010468"
"Myoglobinuria",6.25536212550143,0.00013219781890735,8,0.000274426211622845,1.64078733201421,0.463503548788865,1,0.791978171174362,51,"MESH:D009212"
"Diplopia",4.79828953241693,0.000135706982095831,10,0.000281163786206313,2.13644964910772,0.248490276091523,2,0.637659384913538,91,"MESH:D004172"
"Speech Disorders",3.3426630155631,0.000137368843342818,15,0.000284055340788346,1.01878910009516,0.724353845385462,2,0.958347289097861,146,"MESH:D013064"
"Tourette Syndrome",7.45444882364621,0.00014005573822403,7,0.000289051204419806,4.51950255779356,0.0800008686888492,2,0.412049132848029,36,"MESH:D005879"
"Acidosis, Lactic",2.7415123109239,0.000146395390425415,20,0.000301551894949647,1.62560951401277,0.246737827133789,5,0.637659384913538,231,"MESH:D000140"
"Autonomic Nervous System Diseases",3.6927149699871,0.000155104828856982,13,0.000318876401522928,1.96775397714488,0.204566662653258,3,0.596496308502395,121,"MESH:D001342"
"Shock",4.70212801995232,0.000156920437905033,10,0.000321685938773625,2.09945712492388,0.254519166986737,2,0.637659384913538,81,"MESH:D012769"
"Posterior Leukoencephalopathy Syndrome",2.72555474316318,0.000157074389972876,20,0.000321685938773625,1.61688895830984,0.248927212452376,5,0.637659384913538,235,"MESH:D054038"
"Mouth Neoplasms",2.48165201683392,0.000161762271967578,24,0.000330652000362847,0.96918596796032,1,4,1,310,"MESH:D009062"
"Gliosis",3.28027563838275,0.000165335929222187,15,0.000336666863511591,1.00179972874993,1,2,1,140,"MESH:D005911"
"Muscle Rigidity",3.28027563838275,0.000165335929222187,15,0.000336666863511591,2.0557375556958,0.139941706579889,4,0.523673263988998,143,"MESH:D009127"
"Dehydration",2.79606945105368,0.000167356411182254,19,0.000340131982345648,1.74803938082626,0.220706388928955,5,0.621611491632306,213,"MESH:D003681"
"Drug Overdose",2.7097791608421,0.000168433826871159,20,0.000341670899755754,1.9490233282372,0.138556959311784,6,0.520848206140206,254,"MESH:D062787"
"Leydig Cell Tumor",23.331433041721,0.00017698406768496,4,0.000358333966261579,0,1,0,NA,15,"MESH:D007984"
"Lipidoses",4.1749795484055,0.000189325042023997,11,0.000382594355756827,1.71346079905244,0.332617222103347,2,0.712696056598455,98,"MESH:D008064"
"Osteoporosis, Postmenopausal",3.22015649533368,0.000198113480483274,15,0.000399597511674203,1.49684113211842,0.459351650307188,3,0.791978171174362,161,"MESH:D015663"
