"ONTOLOGY","ID","Description","pvalue_enr","pvalue_depl","p.adjust_enr","p.adjust_depl","GeneRatio_enr","GeneRatio_depl","geneID_enr","geneID_depl"
"MF","GO:0015106","bicarbonate transmembrane transporter activity",0.105386520992376,0.468136536228369,0.367819622287116,0.803345414021522,"2/595","1/653","Slc4a8/Slc4a10","Slc4a4"
"MF","GO:0016594","glycine binding",0.105386520992376,0.468136536228369,0.367819622287116,0.803345414021522,"2/595","1/653","Grin2b/Grin3a","Glra2"
"MF","GO:0048020","CCR chemokine receptor binding",0.105386520992376,1,0.367819622287116,1,"2/595",NA,"Cx3cl1/Jak1",NA
"BP","GO:0021670","lateral ventricle development",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Myh10/Rpgrip1l",NA
"BP","GO:0021859","pyramidal neuron differentiation",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Slc4a10/Foxg1","Unc5d"
"BP","GO:0030812","negative regulation of nucleotide catabolic process",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Cbfa2t3/Hdac4",NA
"BP","GO:0031000","response to caffeine",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Slc8a1/Fkbp1a","Gstm7"
"BP","GO:0032516","positive regulation of phosphoprotein phosphatase activity",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Slc39a10/Ppp1r12a",NA
"BP","GO:0036270","response to diuretic",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Slc8a1/Fkbp1a","Gstm7"
"BP","GO:0042759","long-chain fatty acid biosynthetic process",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Alox12b/Elovl6","Alox8"
"BP","GO:0043584","nose development",0.105394606214343,0.121465008711283,0.390453934604861,0.399521893188861,"2/601","2/654","Rpgrip1l/Aldh1a3","Dlx5/Smchd1"
"BP","GO:0046473","phosphatidic acid metabolic process",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Sh3glb1/Dgkz","Dgkh"
"BP","GO:0048680","positive regulation of axon regeneration",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Lrp1/Ptn",NA
"BP","GO:0050872","white fat cell differentiation",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Per2/Tbl1xr1",NA
"BP","GO:0051198","negative regulation of coenzyme metabolic process",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Cbfa2t3/Hdac4",NA
"BP","GO:0055119","relaxation of cardiac muscle",0.105394606214343,0.020350776044722,0.390453934604861,0.140280787982917,"2/601","3/654","Pde4b/Akap6","Camk2g/Pde5a/Kcnj2"
"BP","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Fkbp1a/Akap6","Gstm7"
"BP","GO:0060601","lateral sprouting from an epithelium",0.105394606214343,0.020350776044722,0.390453934604861,0.140280787982917,"2/601","3/654","Ar/Sulf1","Vangl2/Wnt5a/Shh"
"BP","GO:0061430","bone trabecula morphogenesis",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Grem1/Ppargc1b",NA
"BP","GO:0070254","mucus secretion",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Alox12b/Vamp8","Prkce"
"BP","GO:0070886","positive regulation of calcineurin-NFAT signaling cascade",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Akap5/Akap6","Igf1"
"BP","GO:0071340","skeletal muscle acetylcholine-gated channel clustering",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Etv5/Ptn",NA
"BP","GO:0071397","cellular response to cholesterol",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Inhbb/Gramd1b",NA
"BP","GO:0072697","protein localization to cell cortex",0.105394606214343,0.121465008711283,0.390453934604861,0.399521893188861,"2/601","2/654","Gnai1/Anln","Epb41/Nubp1"
"BP","GO:0086011","membrane repolarization during action potential",0.105394606214343,0.121465008711283,0.390453934604861,0.399521893188861,"2/601","2/654","Cacna2d1/Kcnn2","Kcnj2/Kcnh2"
"BP","GO:0097688","glutamate receptor clustering",0.105394606214343,0.020350776044722,0.390453934604861,0.140280787982917,"2/601","3/654","Shisa7/Snx27","Lrrtm4/Apoe/Shisa6"
"BP","GO:0098712","L-glutamate import across plasma membrane",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Arl6ip1/Per2","Slc1a2"
"BP","GO:0098719","sodium ion import across plasma membrane",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Slc8a1/Slc9a2",NA
"BP","GO:0106058","positive regulation of calcineurin-mediated signaling",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Akap5/Akap6","Igf1"
"BP","GO:1904181","positive regulation of membrane depolarization",0.105394606214343,1,0.390453934604861,1,"2/601",NA,"Dcn/Kdr",NA
"BP","GO:1905048","regulation of metallopeptidase activity",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Sorl1/Timp2","Mapk3"
"BP","GO:2000047","regulation of cell-cell adhesion mediated by cadherin",0.105394606214343,0.465222430640477,0.390453934604861,0.75222272548752,"2/601","1/654","Ptpru/Ppm1f","Wnt5a"
"BP","GO:0034754","cellular hormone metabolic process",0.106360763610323,0.521956804854386,0.391742564981601,0.772541543879612,"5/601","3/654","Egr1/Bmp2/Clcn2/Bmpr1b/Aldh1a3","Shh/Comt/Stat5b"
"BP","GO:0051453","regulation of intracellular pH",0.106360763610323,0.767683755342158,0.391742564981601,0.890704494112037,"5/601","2/654","Lrrk2/Slc9a2/Slc4a8/Slc4a10/Atp6v0a2","Slc4a4/Car2"
"BP","GO:0070613","regulation of protein processing",0.106360763610323,0.293750528541969,0.391742564981601,0.641530967336225,"5/601","4/654","Lrrk2/Spon1/Myh9/Cd55/Gsn","Prkacb/Ccbe1/Cast/Nkd2"
"MF","GO:0015103","inorganic anion transmembrane transporter activity",0.106466119248423,0.151124136638744,0.369775009292083,0.437630312349696,"7/595","7/653","Gabra2/Gabra3/Slc4a8/Clcn2/Slc4a10/Chrm5/Slc17a7","Slc4a4/Gabra4/Xpr1/Gabrd/Ano6/Ank/Glra2"
"BP","GO:0014902","myotube differentiation",0.106490401316001,0.271601150936068,0.391742564981601,0.615553316384733,"7/601","6/654","Homer1/Ripor2/Met/Ccn3/Myh9/Thra/Hdac4","Dner/Igf1/Ehd1/Shh/Ptgfrn/Cxcl12"
"BP","GO:0043266","regulation of potassium ion transport",0.106490401316001,0.000376827987220975,0.391742564981601,0.00771872303682016,"7/601","13/654","Prnp/Nos1/Akap5/Snx27/Akap6/Vamp2/Htr2a","Kcnc1/Kcna1/Kcnc2/Vip/Kcnj2/Plcb4/Kcnh2/Ano6/Lrrc55/Kcnip1/Akap7/Amigo1/Adcyap1"
"BP","GO:0046620","regulation of organ growth",0.106490401316001,0.00129421910134968,0.391742564981601,0.0188099147047421,"7/601","12/654","Dusp6/Foxp1/Wwc2/Wwc1/Jarid2/Nr3c1/Akap6","Prox1/Erbb4/Zfpm2/Arx/Igf1/Mef2c/Cacna1c/Fgfr1/Cacna2d2/Fgf9/Tgfbr1/Pim1"
"BP","GO:0046939","nucleotide phosphorylation",0.106490401316001,0.642175562860181,0.391742564981601,0.82975104516006,"7/601","4/654","Cbfa2t3/Pgam1/App/Eno2/Ak4/Htr2a/Hdac4","Igf1/Esrrb/Zbtb20/Aldoc"
"BP","GO:2000181","negative regulation of blood vessel morphogenesis",0.106490401316001,0.146553190476159,0.391742564981601,0.449221907260962,"7/601","7/654","Plk2/Spred1/Dab2ip/Cd36/Dcn/Ptn/Sulf1","Ptprm/Adamts1/Sema6a/Adamts9/Stard13/Ngfr/Thbs2"
"CC","GO:0031045","dense core granule",0.107013802074306,0.0347283502488719,0.289463562987877,0.159259303161493,"3/606","4/659","Syt4/Cpe/Syt9","Syt2/Crhbp/Pdyn/Cadps"
"BP","GO:0043550","regulation of lipid kinase activity",0.107081774731226,0.869500218322213,0.393572487827925,0.94915423130137,"4/601","1/654","Pik3r1/Dab2ip/Sh3glb1/Dgkz","Vav3"
"MF","GO:0019003","GDP binding",0.10775055788616,0.288524653596087,0.371123415322053,0.639915139270121,"6/595","5/653","Rab8b/Gnai1/Rab9b/Rap2b/Arf1/Mras","Rab3b/Sept5/Rragd/Rerg/Diras2"
"BP","GO:0014015","positive regulation of gliogenesis",0.107772027101311,0.064061295198751,0.393878956677305,0.286025741579547,"6/601","7/654","Bmp2/Etv5/Zfp365/Lrp1/Ptn/Ttbk1","Ntf3/Tiam1/Igf1/Gfap/Spint1/Shh/Cxcr4"
"BP","GO:0046888","negative regulation of hormone secretion",0.107772027101311,0.974256782936031,0.393878956677305,0.999999887221183,"6/601","1/654","Inhbb/Nos1/Adra2a/Ccn3/Kcnb1/Midn","Crhbp"
"BP","GO:0030098","lymphocyte differentiation",0.108088161775124,0.479871315933975,0.393878956677305,0.759805610180237,"15/601","12/654","Kit/Rasgrp1/Sh3rf1/Foxp1/Egr1/Pik3r1/Tyro3/Cyld/Inpp5d/Tnfaip3/Bcl11a/Fancd2/Plcl2/Runx2/Prex1","Dock10/Satb1/Dock11/Rora/Zeb1/Gas6/Flt3/Shh/Atp11c/Mafb/Plcg2/Stat5b"
"BP","GO:0061025","membrane fusion",0.108206632753685,0.0781348004306142,0.393878956677305,0.322593764222711,"8/601","9/654","Rab8b/Doc2b/Snph/Syt4/Syt9/Vamp8/Vamp2/Stx1a","Stxbp6/Cplx2/Syt2/Cplx1/Vamp1/Tbc1d4/Nkd2/Gas6/Vav3"
"BP","GO:0043433","negative regulation of DNA-binding transcription factor activity",0.108375165986978,0.865151903185586,0.393878956677305,0.94855061531408,"9/601","4/654","Prnp/Bhlhe40/Dab2ip/Cyld/Tnfaip3/Pbx1/Thra/Hdac4/Commd6","Prox1/Erbin/Gas6/Pim1"
"MF","GO:0004683","calmodulin-dependent protein kinase activity",0.108939317138074,0.369033840528247,0.371123415322053,0.758812186885005,"3/595","2/653","Itpka/Camkv/Camkk2","Camk2g/Camk2b"
"MF","GO:0008137","NADH dehydrogenase (ubiquinone) activity",0.108939317138074,1,0.371123415322053,1,"3/595",NA,"ND6/ND2/ND5",NA
"MF","GO:0050136","NADH dehydrogenase (quinone) activity",0.108939317138074,1,0.371123415322053,1,"3/595",NA,"ND6/ND2/ND5",NA
"BP","GO:0003009","skeletal muscle contraction",0.108951243625059,0.365066791722943,0.393878956677305,0.725433873023705,"3/601","2/654","Homer1/Synm/Myh7","Kcnj2/Slc8a3"
"BP","GO:0003156","regulation of animal organ formation",0.108951243625059,0.00129693534984108,0.393878956677305,0.0188099147047421,"3/601","6/654","Ar/Bmp2/Sulf1","Fgf1/Eya1/Wnt5a/Shh/Fgfr1/Pim1"
"BP","GO:0007413","axonal fasciculation",0.108951243625059,0.00129693534984108,0.393878956677305,0.0188099147047421,"3/601","6/654","L1cam/Ephb3/Fezf2","Sema5a/Nrp1/Wnt5a/Cnr1/Epha3/Amigo1"
"BP","GO:0010800","positive regulation of peptidyl-threonine phosphorylation",0.108951243625059,0.131429619513927,0.393878956677305,0.423909563835218,"3/601","3/654","Met/App/Phip","Trpc6/Cemip/Wnt5a"
"BP","GO:0021801","cerebral cortex radial glia guided migration",0.108951243625059,0.728730981288202,0.393878956677305,0.873274960216134,"3/601","1/654","Dab2ip/Mboat7/Foxg1","Reln"
"BP","GO:0022030","telencephalon glial cell migration",0.108951243625059,0.728730981288202,0.393878956677305,0.873274960216134,"3/601","1/654","Dab2ip/Mboat7/Foxg1","Reln"
"BP","GO:0032801","receptor catabolic process",0.108951243625059,0.728730981288202,0.393878956677305,0.873274960216134,"3/601","1/654","Sh3glb1/Git1/Smurf1","Apoe"
"BP","GO:0033137","negative regulation of peptidyl-serine phosphorylation",0.108951243625059,0.728730981288202,0.393878956677305,0.873274960216134,"3/601","1/654","Nos1/Gpd1l/Ppm1f","Inpp5j"
"BP","GO:0034629","cellular protein-containing complex localization",0.108951243625059,0.131429619513927,0.393878956677305,0.423909563835218,"3/601","3/654","Zfp365/Akap6/Cep72","Stxbp6/Nacc2/Mios"
"BP","GO:0048741","skeletal muscle fiber development",0.108951243625059,0.728730981288202,0.393878956677305,0.873274960216134,"3/601","1/654","Homer1/Ripor2/Hdac4","Dner"
"BP","GO:0051589","negative regulation of neurotransmitter transport",0.108951243625059,0.365066791722943,0.393878956677305,0.725433873023705,"3/601","2/654","Nos1/Hrh3/Syt4","Abat/Htr7"
"BP","GO:0071604","transforming growth factor beta production",0.108951243625059,0.365066791722943,0.393878956677305,0.725433873023705,"3/601","2/654","Met/Cx3cl1/Cd34","Itgb8/Laptm4b"
"BP","GO:0106030","neuron projection fasciculation",0.108951243625059,0.00129693534984108,0.393878956677305,0.0188099147047421,"3/601","6/654","L1cam/Ephb3/Fezf2","Sema5a/Nrp1/Wnt5a/Cnr1/Epha3/Amigo1"
"BP","GO:1902751","positive regulation of cell cycle G2/M phase transition",0.108951243625059,1,0.393878956677305,1,"3/601",NA,"Ccnd1/Pbx1/App",NA
"BP","GO:0030111","regulation of Wnt signaling pathway",0.110395742620894,1.90061432131722e-05,0.398757035846162,0.000977911321039646,"16/601","29/654","Tle3/Egr1/Lrrk2/Ptpru/Ctnnd2/Bmp2/Dab2ip/Cyld/Grem1/Lrp1/Rspo2/Tnfaip3/Mllt3/Sulf1/Tbl1xr1/Thra","Sema5a/Foxo1/Rbms3/Tle4/Tiam1/Mcc/Gprc5b/Frzb/Ptpro/Dlx5/Lgr6/Lypd6/Egfr/Vangl2/Wnt5a/Apcdd1/Nkd2/Bambi/Shh/Ddx3x/Ankrd6/Zranb1/Cdh2/Apoe/Amer3/Fgf9/Dact1/Shisa6/Cthrc1"
"BP","GO:0098656","anion transmembrane transport",0.111395404517385,0.0482111244734344,0.401834791414117,0.240610254011759,"10/601","12/654","Grm5/Prnp/Slc36a1/Gabra2/Gabra3/Arl6ip1/Slc16a1/Per2/Slc20a1/Irs2","Slc32a1/Slc38a1/Gabra4/Xpr1/Slc7a5/Slc17a8/Ano6/Prkca/Ank/Glra2/Acsl6/Slc1a2"
"BP","GO:0035725","sodium ion transmembrane transport",0.111439624731075,0.454897440506898,0.401834791414117,0.75222272548752,"7/601","5/654","Slc8a1/Nos1/Slc9a2/Gpd1l/Hcn1/Scn2a/Arf1","Scn1a/Scnn1a/Ano6/Kcnk1/Slc8a3"
"CC","GO:0001917","photoreceptor inner segment",0.112390595431344,0.873837849029546,0.301699250429932,0.99999995667437,"4/606","1/659","Nos1/Crb1/Eno2/Shank2","Dnm3"
"BP","GO:0002685","regulation of leukocyte migration",0.112547161982421,0.162014495459782,0.40387307681596,0.47632753327268,"9/601","9/654","Bcr/Vegfd/Ripor2/Ccn3/Grem1/Cx3cl1/Ptn/App/Itga4","Il1r1/Mapk3/Abr/Ano6/Wnt5a/Pla2g7/Gas6/Cxcl12/Tirap"
"BP","GO:0045766","positive regulation of angiogenesis",0.112547161982421,0.0032877641835923,0.40387307681596,0.0391045302287977,"9/601","14/654","Prkcb/Plk2/Jcad/Vegfd/Grem1/Cx3cl1/Cd34/Kdr/Jak1","Sema5a/Itgb8/Smoc2/Ccbe1/Ppp1r16b/Btg1/Fgf1/Nrp1/Wnt5a/Prkd1/Prkca/Shh/Jup/Cxcr4"
"BP","GO:0009791","post-embryonic development",0.112736552722714,0.614091904460446,0.40387307681596,0.818296336789415,"8/601","5/654","Nr4a2/Itpr1/Slc8a1/Meg3/Slc4a10/Dlk1/Arid5b/Kdr","Dscam/Sema3c/Aldh5a1/Flt3/Tgfbr1"
"BP","GO:0031122","cytoplasmic microtubule organization",0.112776014289898,1,0.40387307681596,1,"5/601",NA,"Cep126/Ift172/Slk/Ccdc88c/Dync1h1",NA
"BP","GO:0032233","positive regulation of actin filament bundle assembly",0.112776014289898,0.145999425190788,0.40387307681596,0.447842097710849,"5/601","5/654","Cx3cl1/Ppm1f/S100a10/Pfn2/Synpo2","Tac1/Nrp1/Arhgef10l/Carmil1/Tgfbr1"
"BP","GO:0032642","regulation of chemokine production",0.112776014289898,0.145999425190788,0.40387307681596,0.447842097710849,"5/601","5/654","Egr1/Sirpa/Lrp1/App/Zfpm1","Erbin/Wnt5a/Alox8/Adcyap1/Tirap"
"BP","GO:0048008","platelet-derived growth factor receptor signaling pathway",0.112776014289898,0.305338850373434,0.40387307681596,0.65583072268546,"5/601","4/654","Bcr/Lrp1/Cbl/Arid5b/Lrig2","Cblb/Nrp1/Ndrg4/Bcar1"
"BP","GO:1903670","regulation of sprouting angiogenesis",0.112776014289898,0.00624657971778401,0.40387307681596,0.0653697761265435,"5/601","8/654","Plk2/Jcad/Spred1/Kdr/Jak1","Ppp1r16b/Fgf1/Nrp1/Sema6a/Adamts9/Stard13/Shh/Ngfr"
"BP","GO:0016051","carbohydrate biosynthetic process",0.113269967147557,0.540672030809876,0.405290215973479,0.777740380999966,"11/601","8/654","St6galnac5/Ndst3/Ndst4/Gpd2/Per2/Nr3c1/Arpp19/B3galt2/Chst8/Ext1/Irs2","Foxo1/Extl2/Adcyap1r1/Igf1/Esrrb/Dgat2/Ppp1cb/B3galt5"
"BP","GO:0060993","kidney morphogenesis",0.113365186902367,0.0270018310017182,0.405290215973479,0.166280251388439,"6/601","8/654","Fras1/Lrrk2/Bmp2/Grem1/Pbx1/Klhl3","Npnt/Kif26b/Dchs1/Fgf1/Eya1/Vangl2/Shh/Tshz3"
"CC","GO:0030863","cortical cytoskeleton",0.113548548174119,0.000771574547507585,0.301699250429932,0.00700589689136887,"8/606","14/659","Myadm/Actr2/Trpc4/Inpp5d/Myh9/Lasp1/Anln/Gsn","Epb41/Rims3/Calb2/Pvalb/Scnn1a/Cald1/Shroom2/Tmod1/Mtss2/Cap1/Shroom3/Wipf3/Cdh2/Rdx"
"BP","GO:0072330","monocarboxylic acid biosynthetic process",0.114674242888679,0.385036682103713,0.408370769604821,0.737694231594279,"13/601","11/654","Cbfa2t3/Lpgat1/Prkab2/Alox12b/Pgam1/App/Per2/Eno2/Elovl6/Ldha/Aldh1a3/Htr2a/Hdac4","Gad1/Prox1/Igf1/Abcd2/Esrrb/Zbtb20/Slc27a2/Alox8/Mgll/Aldoc/Abat"
"MF","GO:0019213","deacetylase activity",0.114824129801184,0.878390531496681,0.389308478183063,0.998334758996902,"4/595","1/653","Ndst3/Ndst4/Hdac4/Macrod2","Nacc2"
"BP","GO:0010830","regulation of myotube differentiation",0.114840019626795,0.610168123933928,0.408370769604821,0.813934145568653,"4/601","2/654","Ripor2/Ccn3/Thra/Hdac4","Ehd1/Cxcl12"
"BP","GO:0021955","central nervous system neuron axonogenesis",0.114840019626795,0.0505304053581434,0.408370769604821,0.248222329761998,"4/601","5/654","Arhgef28/Nr4a2/Ephb3/Nin","Prdm8/Adarb1/Ephb1/Plxna4/Prkca"
"BP","GO:0033619","membrane protein proteolysis",0.114840019626795,0.876149759203964,0.408370769604821,0.952633775919379,"4/601","1/654","Adra2a/Myh9/Timp2/Lrig2","Apoe"
"BP","GO:0050994","regulation of lipid catabolic process",0.114840019626795,0.332145044578238,0.408370769604821,0.684237789641156,"4/601","3/654","Sorl1/Adra2a/Thra/Irs2","Abcd2/Cnr1/Prkce"
"BP","GO:0098927","vesicle-mediated transport between endosomal compartments",0.114840019626795,0.610168123933928,0.408370769604821,0.813934145568653,"4/601","2/654","Sorl1/Lmtk2/Sh3glb1/Dnajc13","Mapk3/Rdx"
"BP","GO:0009617","response to bacterium",0.114909101996202,0.0898745100663627,0.408370769604821,0.341033917916435,"19/601","21/654","Bcr/Vegfd/Bmp2/Nos1/Dab2ip/Unc13b/Sirpa/Cd36/Gpm6a/Dgkb/Pde4b/Cx3cl1/Tnfaip3/Adgrl2/Baiap2/Tbk1/Amy1/Junb/Macrod2","Jun/Lyst/Abcd2/Mef2c/Mapk3/Erbin/Abr/H2bc4/Serpina3n/Wnt5a/Prkd1/Prkca/Adamts9/Cnr1/Thrsp/Prkce/Plcg2/B3galt5/H2-K1/Stat5b/Tirap"
"BP","GO:0001819","positive regulation of cytokine production",0.115064007433888,0.191977771387334,0.408574738261009,0.510316174419038,"17/601","17/654","Rasgrp1/Egr1/Lrrk2/Vegfd/Pik3r1/Adra2a/Lrp1/Cd36/Pde4b/Cx3cl1/App/Sulf1/Icosl/Dlk1/Zfpm1/Cd34/Tbk1","Il1r1/Il1rap/Ccbe1/Gprc5b/Mapk3/Rora/Zbtb20/Wnt5a/Flt3/Alox8/Dhx33/Akap12/Zc3hav1/Plcg2/Adcyap1/Stat5b/Tirap"
"CC","GO:0001725","stress fiber",0.115850412719297,0.296412811921883,0.301699250429932,0.690109828782229,"6/606","5/659","Myh10/Myh9/Pdlim7/Fscn1/Myh7/Synpo2","Ablim3/Vangl2/Sept5/Fam107a/Zyx"
"CC","GO:0017053","transcriptional repressor complex",0.115850412719297,0.976031943931392,0.301699250429932,0.99999995667437,"6/606","1/659","Ccnd1/Chd5/Tbl1xr1/Chd3/Zfpm1/Hdac4","Jun"
"CC","GO:0097517","contractile actin filament bundle",0.115850412719297,0.296412811921883,0.301699250429932,0.690109828782229,"6/606","5/659","Myh10/Myh9/Pdlim7/Fscn1/Myh7/Synpo2","Ablim3/Vangl2/Sept5/Fam107a/Zyx"
"MF","GO:0099106","ion channel regulator activity",0.116482785331466,0.164216832155005,0.392870484846016,0.458356218263971,"7/595","7/653","Prkcb/Tspan13/Hpcal4/Itpr1/Vamp8/Arpp19/Stx1a","Nrxn3/Grm2/Kcnmb2/Lrrc55/Kcnip1/Lynx1/Amigo1"
"BP","GO:0006140","regulation of nucleotide metabolic process",0.116508518636343,0.831315484018345,0.412654854679862,0.927690555622847,"7/601","3/654","Cbfa2t3/Nos1/Pgam1/App/Ak4/Htr2a/Hdac4","Igf1/Esrrb/Zbtb20"
"BP","GO:0009185","ribonucleoside diphosphate metabolic process",0.116508518636343,0.660073628757563,0.412654854679862,0.837360124386032,"7/601","4/654","Cbfa2t3/Pgam1/App/Eno2/Ldha/Htr2a/Hdac4","Igf1/Esrrb/Zbtb20/Aldoc"
"BP","GO:0034446","substrate adhesion-dependent cell spreading",0.116508518636343,0.0342881874600117,0.412654854679862,0.194479719425421,"7/601","9/654","Myadm/Ephb3/Tyro3/Lamc3/Prex1/S100a10/Itga4","Parva/Ntn5/Nrp1/Parvg/Carmil1/Cspg5/Bcar1/Lamc2/Net1"
"BP","GO:0035265","organ growth",0.117000346779472,0.0288969294080454,0.413697428697035,0.174674865596605,"11/601","14/654","Dusp6/Ar/Foxp1/Rspo2/Wwc2/Wwc1/Adra1a/Jarid2/Nr3c1/Akap6/Kdr","Prox1/Erbb4/Zfpm2/Arx/Igf1/Mef2c/Fgf1/Cacna1c/Shh/Fgfr1/Cacna2d2/Fgf9/Tgfbr1/Pim1"
"BP","GO:0061138","morphogenesis of a branching epithelium",0.117000346779472,0.00259413549991184,0.413697428697035,0.0324042012445635,"11/601","17/654","Ar/Bmp2/Met/Etv5/Plxna1/Grem1/Rspo2/Pbx1/Sulf1/Col4a1/Kdr","Sema5a/Prox1/Npnt/Sema3c/Igf1/Dchs1/Fgf1/Eya1/Nrp1/Vangl2/Wnt5a/Spint1/Shh/Fgfr1/Ddr1/Cxcl12/Cxcr4"
"CC","GO:0030125","clathrin vesicle coat",0.117022739560701,1,0.301699250429932,1,"3/606",NA,"Ap2b1/Eps15/Fcho2",NA
"CC","GO:0030666","endocytic vesicle membrane",0.117022739560701,1,0.301699250429932,1,"3/606",NA,"Ap2b1/Eps15/Fcho2",NA
"CC","GO:0045334","clathrin-coated endocytic vesicle",0.117022739560701,0.379408797157442,0.301699250429932,0.827333915545658,"3/606","2/659","Ap2b1/Eps15/Fcho2","Cemip/Ngfr"
"CC","GO:0099524","postsynaptic cytosol",0.117022739560701,0.379408797157442,0.301699250429932,0.827333915545658,"3/606","2/659","Prkcg/Homer1/Baiap2","Rims3/Aldoc"
"CC","GO:0005769","early endosome",0.117706010187263,0.188831755516133,0.301888471723808,0.493497601748801,"15/606","15/659","Cntnap2/Sorl1/Parm1/Neurl1b/Sh3gl2/Lmtk2/Lrp1/Sh3glb1/Dnajc13/App/Eps15/D130043K22Rik/Vamp8/Snx27/Kdr","Tmem108/Dner/Ephb1/Mme/Mapk3/Steap2/Ehd1/Egfr/Nrp1/Rnd2/Bok/Laptm4b/Apoe/Epha3/Cxcr4"
"CC","GO:0019897","extrinsic component of plasma membrane",0.118920814072811,0.0116264582940725,0.30273195930852,0.0707966026666503,"10/606","14/659","Nptx2/Gnai1/Cyld/Esyt2/Gng12/Gnb4/Cnksr2/Farp1/S100a10/Gnaz","Cdh9/Rgs8/Tiam1/Cdh13/Dtna/Olfm1/Cyth1/Kcnip1/Gng2/Olfm2/Cdh2/Yes1/Apoe/Jup"
"MF","GO:0008081","phosphoric diester hydrolase activity",0.11907951063201,0.00102125318137275,0.392870484846016,0.0165063014198619,"6/595","11/653","Pde1a/Prkar1b/Pde11a/Pde4b/Plcl2/Plcz1","Pde7b/Plcl1/Pde1b/Pde3a/Pde5a/Napepld/Plcb4/Gpcpd1/Mpped2/Plcg2/Plch1"
"BP","GO:0006096","glycolytic process",0.119102445374508,0.50093695810302,0.41470984023692,0.770480260826069,"6/601","4/654","Cbfa2t3/Pgam1/App/Eno2/Htr2a/Hdac4","Igf1/Esrrb/Zbtb20/Aldoc"
"BP","GO:0006757","ATP generation from ADP",0.119102445374508,0.50093695810302,0.41470984023692,0.770480260826069,"6/601","4/654","Cbfa2t3/Pgam1/App/Eno2/Htr2a/Hdac4","Igf1/Esrrb/Zbtb20/Aldoc"
"BP","GO:0008593","regulation of Notch signaling pathway",0.119102445374508,0.50093695810302,0.41470984023692,0.770480260826069,"6/601","4/654","Kit/Prag1/Ccn3/Dlk1/Tspan14/Kctd10","Dlx2/Dlx1/Eya1/Jag1"
"BP","GO:0043300","regulation of leukocyte degranulation",0.11911144358517,0.742538276660411,0.41470984023692,0.880791633415636,"3/601","1/654","Bcr/Vamp8/Gab2","Abr"
"BP","GO:0050853","B cell receptor signaling pathway",0.11911144358517,0.0405373831674822,0.41470984023692,0.215501316174487,"3/601","4/654","Prkcb/Slc39a10/Plcl2","Mef2c/Vav3/Bcar1/Plcg2"
"BP","GO:0061003","positive regulation of dendritic spine morphogenesis",0.11911144358517,0.0405373831674822,0.41470984023692,0.215501316174487,"3/601","4/654","Itpka/Actr2/Baiap2","Reln/Tiam1/Cux2/Camk2b"
"BP","GO:0071825","protein-lipid complex subunit organization",0.11911144358517,0.383548596982972,0.41470984023692,0.737694231594279,"3/601","2/654","Sh3gl2/Mttp/Arf1","Pla2g7/Apoe"
"BP","GO:0086010","membrane depolarization during action potential",0.11911144358517,0.143285128602594,0.41470984023692,0.44292026454685,"3/601","3/654","Cacna2d1/Cacna1g/Scn2a","Scn1a/Cacna1c/Kcnh2"
"CC","GO:1902711","GABA-A receptor complex",0.119258044576084,0.136969495682217,0.30273195930852,0.393570576200802,"2/606","2/659","Gabra2/Gabra3","Gabra4/Gabrd"
"BP","GO:0002366","leukocyte activation involved in immune response",0.119353000941432,0.571976978752121,0.41470984023692,0.795649984604656,"10/601","7/654","Kit/Rasgrp1/Bcr/Foxp1/Tnfaip3/Icosl/Vamp8/Plcl2/Gab2/Vamp2","Dock10/Cplx2/Dock11/Rora/Abr/Prkce/Plcg2"
