"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000002396.8",7133,"ENSMUSG00000002396.8","ENSMUSG00000002396","protein_coding","Ocel1",77090,0.7951105016584,0.655090108390837,2.48769736960384,1.92909184124559,0.0679803270322547,0.323650761059374,-4.51104867988218
"ENSMUSG00000002393.14",2983,"ENSMUSG00000002393.14","ENSMUSG00000002393","protein_coding","Nr2f6",13864,0.641169528772204,-0.605525465636623,0.653343883346099,-0.875948859943473,0.391420693483613,0.752919720513099,-5.39872162117666
"ENSMUSG00000031820.9",2406,"ENSMUSG00000031820.9","ENSMUSG00000031820","protein_coding","Babam1",68251,15.5956422888941,-0.0356428938985391,5.22130739344986,-0.244552316633158,0.809285761530179,0.952255939221857,-6.97392335847285
"ENSMUSG00000007950.9",4079,"ENSMUSG00000007950.9","ENSMUSG00000007950","protein_coding","Abhd8",64296,20.1130190857509,0.0562109439623446,6.35623121265868,0.488123071396011,0.630752565056052,0.89243211812523,-7.17294899350844
"ENSMUSG00000034880.7",607,"ENSMUSG00000034880.7","ENSMUSG00000034880","protein_coding","Mrpl34",94065,10.9748202463688,0.353699393150303,2.76608082009632,1.27604062866514,0.216510513605698,0.585713798345188,-5.51777189963091
"ENSMUSG00000074247.10",2846,"ENSMUSG00000074247.10","ENSMUSG00000074247","protein_coding","Dda1",66498,11.2486928669833,-0.056822684150726,5.00876527311012,-0.425294894210683,0.675146770107783,0.913017244751212,-6.85997620954272
"ENSMUSG00000034863.8",6847,"ENSMUSG00000034863.8","ENSMUSG00000034863","protein_coding","Ano8",382014,3.62924644031277,-0.454589082594767,4.61134880767878,-2.60522697875752,0.0169037168438676,0.142404752962933,-3.80386489794439
"ENSMUSG00000007610.15",3984,"ENSMUSG00000007610.15","ENSMUSG00000007610","protein_coding","Gtpbp3",70359,2.27345426315475,0.211945921568247,3.15855063960299,0.746829059592646,0.463826046285057,0.801884231438831,-6.12771560654123
"ENSMUSG00000034845.6",1987,"ENSMUSG00000034845.6","ENSMUSG00000034845","protein_coding","Plvap",84094,1.64030386625665,-0.389946860101644,1.76093516222248,-0.993422513052936,0.332330315186197,0.707105426487668,-5.52502527849441
"ENSMUSG00000046718.8",903,"ENSMUSG00000046718.8","ENSMUSG00000046718","protein_coding","Bst2",69550,1.43015920955057,0.171338202022394,-0.277181117048103,0.181324319733674,0.857931585273108,0.962454767460331,-5.59851224503562
"ENSMUSG00000031813.8",3077,"ENSMUSG00000031813.8","ENSMUSG00000031813","protein_coding","Mvb12a",73711,0.850651106332783,-0.27717182024597,1.45402936664166,-0.628653989017993,0.53666485247088,0.843299046749706,-5.73486939620916
"ENSMUSG00000031808.7",5835,"ENSMUSG00000031808.7","ENSMUSG00000031808","protein_coding","Slc27a1",26457,2.89349200184444,-0.337821506540087,4.05460616533052,-1.54766549051506,0.137326287953658,0.475648074505088,-5.51584230293292
"ENSMUSG00000031807.10",3770,"ENSMUSG00000031807.10","ENSMUSG00000031807","protein_coding","Pgls",66171,1.02061630415388,-0.0509785218280421,1.9450485756117,-0.126791687004772,0.900366874853462,0.973055070520555,-6.05365694882917
"ENSMUSG00000034807.9",4326,"ENSMUSG00000034807.9","ENSMUSG00000034807","protein_coding","Colgalt1",234407,6.80702379579487,0.182565338516091,4.872071152843,1.02034980456988,0.31970453801188,0.696781699314827,-6.39047694526317
"ENSMUSG00000034799.16",12623,"ENSMUSG00000034799.16","ENSMUSG00000034799","protein_coding","Unc13a",382018,50.4854753605135,0.746078713601511,9.16567617145121,2.75867961705147,0.0120868911178059,0.113004914415095,-4.53127847253519
"ENSMUSG00000031805.17",5352,"ENSMUSG00000031805.17","ENSMUSG00000031805","protein_coding","Jak3",16453,0.388464450263191,0.0890783473526423,1.12526037695623,0.174530139148186,0.863197306552268,0.962454767460331,-5.83580317914798
"ENSMUSG00000031803.8",3055,"ENSMUSG00000031803.8","ENSMUSG00000031803","protein_coding","B3gnt3",72297,0.448413062521945,0.153968387498343,0.385190830818511,0.248122525601642,0.806560465209316,0.952255939221857,-5.67894275266889
"ENSMUSG00000110569.1",764,"ENSMUSG00000110569.1","ENSMUSG00000110569","processed_pseudogene","Gm18860",NA,1.50356136669733,-0.301477555735626,0.073504103635255,-0.371059117453768,0.714481167838839,0.926691892042299,-5.59602660640091
"ENSMUSG00000070000.13",4467,"ENSMUSG00000070000.13","ENSMUSG00000070000","protein_coding","Fcho1",74015,7.14288564392212,0.354366855429171,4.98290220962656,2.21286614280063,0.0386558147202542,0.234142631068337,-4.68312269905398
"ENSMUSG00000056019.12",7954,"ENSMUSG00000056019.12","ENSMUSG00000056019","protein_coding","Zfp709",236193,1.83964702825866,-0.23668902736902,3.86874286265386,-1.14280696467451,0.266567857703045,0.643687464186694,-5.95555281823243
"ENSMUSG00000089857.9",3569,"ENSMUSG00000089857.9","ENSMUSG00000089857","protein_coding","Zfp882",382019,1.35769558800522,-0.362849862472565,2.27745434674168,-1.00716462616498,0.32584411598963,0.702523736386442,-5.63286712493581
"ENSMUSG00000066880.15",3024,"ENSMUSG00000066880.15","ENSMUSG00000066880","protein_coding","Zfp617",170938,6.17374147260437,0.0451720824526859,4.20372087142339,0.179379033623877,0.859438564759072,0.962454767460331,-6.72183775830029
"ENSMUSG00000083718.2",2296,"ENSMUSG00000083718.2","ENSMUSG00000083718","transcribed_processed_pseudogene","Ccnb2-ps",NA,1.42496702290264,-0.472495925934816,1.71732566681901,-1.0761990898926,0.294604665751181,0.67294276649586,-5.44355674771377
"ENSMUSG00000052446.17",4334,"ENSMUSG00000052446.17","ENSMUSG00000052446","protein_coding","Zfp961",234413,2.80260435525412,0.170249273254262,3.60874653468427,0.728034830612417,0.475000730828464,0.807884458267577,-6.29550007178831
"ENSMUSG00000110546.1",411,"ENSMUSG00000110546.1","ENSMUSG00000110546","processed_pseudogene","Gm45734",NA,0.112883529957331,-0.174573605449671,-1.75418896080874,-0.230890268239787,0.819737314919317,0.952567460407938,-5.4764047450376
"ENSMUSG00000031799.9",2203,"ENSMUSG00000031799.9","ENSMUSG00000031799","protein_coding","Tpm4",326618,3.10096526752192,0.15881069036126,2.75296990208477,0.508985142014541,0.616312469448632,0.885414581514045,-6.17670922473267
"ENSMUSG00000087502.1",963,"ENSMUSG00000087502.1","ENSMUSG00000087502","processed_transcript","Gm16091",NA,0.192342830357509,-0.705164631676297,-1.31749610003094,-0.975735065186366,0.340810005975206,0.715161073422274,-5.10915570204499
"ENSMUSG00000003037.16",4678,"ENSMUSG00000003037.16","ENSMUSG00000003037","protein_coding","Rab8a",17274,3.03407125090805,0.0203538855171706,3.80593563394083,0.0838493060424957,0.934006912454264,0.981700768229771,-6.60521085032093
"ENSMUSG00000003039.9",4409,"ENSMUSG00000003039.9","ENSMUSG00000003039","protein_coding","Fam32a",67922,11.7415216500289,-0.0425106604901197,5.6946273030247,-0.353303435342512,0.727544651339699,0.931201076017159,-7.06892445004474
"ENSMUSG00000003033.15",3184,"ENSMUSG00000003033.15","ENSMUSG00000003033","protein_coding","Ap1m1",11767,14.6317954525948,-0.170887570698949,5.53335835358335,-1.31758736740323,0.202484513631032,0.570089541879421,-6.23473802754888
"ENSMUSG00000070713.5",1151,"ENSMUSG00000070713.5","ENSMUSG00000070713","protein_coding","Gm10282",NA,0.404220109553423,-1.29593066759971,-1.0625882926098,-1.47955787047719,0.154516398432061,0.502865594131295,-4.62256909493109
"ENSMUSG00000055148.7",1847,"ENSMUSG00000055148.7","ENSMUSG00000055148","protein_coding","Klf2",16598,1.48506652554631,-0.90790379791584,1.410024018757,-2.01944132972503,0.0569958045223839,0.292543489542295,-4.11164212759928
"ENSMUSG00000006276.10",6739,"ENSMUSG00000006276.10","ENSMUSG00000006276","protein_coding","Eps15l1",13859,6.87550415781396,-0.0244849924482883,5.52769000711542,-0.178170912288286,0.860374753312532,0.962454767460331,-7.08728461374923
"ENSMUSG00000019732.14",1962,"ENSMUSG00000019732.14","ENSMUSG00000019732","protein_coding","Calr3",73316,0.477227707081944,-0.300835590667179,-0.0649040797913447,-0.408711259959604,0.687079445771584,0.91824834782013,-5.56923437775814
"ENSMUSG00000083922.1",403,"ENSMUSG00000083922.1","ENSMUSG00000083922","processed_pseudogene","Gm3835",NA,0.176905587753623,-0.215834527472067,-1.8156027603226,-0.291127785746151,0.773940782816552,0.944301421227799,-5.46379675963319
"ENSMUSG00000052794.13",2970,"ENSMUSG00000052794.13","ENSMUSG00000052794","protein_coding","1700030K09Rik",72254,1.29338591860446,-0.722310566290338,1.80943255571711,-1.4590825180282,0.160015965617271,0.511172229606304,-4.99693514028384
"ENSMUSG00000052488.7",4621,"ENSMUSG00000052488.7","ENSMUSG00000052488","protein_coding","Cherp",27967,14.0659355334993,0.0412094772121156,6.02298224601504,0.37499825809044,0.711594996943876,0.925887306421263,-7.14655316801513
"ENSMUSG00000019731.13",4470,"ENSMUSG00000019731.13","ENSMUSG00000019731","protein_coding","Slc35e1",270066,12.6226165321996,0.0840371751531325,5.81461431610958,0.637402375515194,0.531067167617503,0.840386065803244,-6.96309662189251
"ENSMUSG00000045248.6",2997,"ENSMUSG00000045248.6","ENSMUSG00000045248","protein_coding","Med26",70625,2.98378007867441,0.272622921918487,3.18393226953112,1.15582845198413,0.261325074715919,0.638428120837639,-5.77604520372228
"ENSMUSG00000110446.1",1063,"ENSMUSG00000110446.1","ENSMUSG00000110446","processed_pseudogene","Gm18646",NA,0.112110920662212,-0.830741250804201,-1.55144234353574,-1.1795018234894,0.251990786368703,0.627184123035295,-4.92038771387183
"ENSMUSG00000110532.1",178,"ENSMUSG00000110532.1","ENSMUSG00000110532","processed_pseudogene","Gm35857",NA,1.33944542035009,-0.506511195281397,-1.12400209212366,-0.711923613346569,0.484705577508443,0.81573835643035,-5.3133014906966
"ENSMUSG00000044600.14",3266,"ENSMUSG00000044600.14","ENSMUSG00000044600","protein_coding","Smim7",66818,13.1495917237645,0.0262081137881473,5.42859268501168,0.21260122375824,0.833782332800901,0.957180297843207,-7.05422174026656
"ENSMUSG00000031791.8",2142,"ENSMUSG00000031791.8","ENSMUSG00000031791","protein_coding","Tmem38a",74166,21.8643610178097,-0.246643241447497,5.54802421258424,-1.94934859343952,0.0653661038977604,0.31696601348684,-5.28047876651327
"ENSMUSG00000048148.17",11831,"ENSMUSG00000048148.17","ENSMUSG00000048148","protein_coding","Nwd1",319555,1.21590373574008,0.103131242733467,3.78153407495379,0.322986322553552,0.750046258723889,0.938258100882039,-6.55365051471316
"ENSMUSG00000031622.16",7354,"ENSMUSG00000031622.16","ENSMUSG00000031622","protein_coding","Sin3b",20467,13.7401583093093,0.0623896957723754,6.65850486116824,0.659485036354464,0.517080482456126,0.831900446739791,-7.13438406521368
"ENSMUSG00000110563.1",352,"ENSMUSG00000110563.1","ENSMUSG00000110563","processed_pseudogene","Gm45791",NA,0.27295028453889,-0.15211711273282,-1.49002854402189,-0.230686210040065,0.819893687585525,0.952567460407938,-5.49633029879843
"ENSMUSG00000004383.18",7976,"ENSMUSG00000004383.18","ENSMUSG00000004383","protein_coding","Large1",16795,29.9847006102727,0.324238029155173,7.89509617511414,4.14458825377124,0.000498479996324999,0.0110761230031751,-1.14252170467128
"ENSMUSG00000093140.1",80,"ENSMUSG00000093140.1","ENSMUSG00000093140","miRNA","Mir28b",NA,1.18113146588677,-0.296868606939554,-1.68352255192917,-0.381433408380645,0.706889595263841,0.924883988722506,-5.43917862279804
"ENSMUSG00000047657.6",1309,"ENSMUSG00000047657.6","ENSMUSG00000047657","processed_pseudogene","Crry-ps",NA,0.212305833089539,-0.737870885671953,-0.991921883730225,-1.14129433682671,0.267181895471173,0.64414708144107,-4.9801500431236
"ENSMUSG00000034518.14",5227,"ENSMUSG00000034518.14","ENSMUSG00000034518","protein_coding","Hmgxb4",70823,2.01315257893837,-0.398515152984944,3.39416434641284,-1.62271729039615,0.120252739664403,0.444760186259848,-5.1951996646505
"ENSMUSG00000042870.15",2499,"ENSMUSG00000042870.15","ENSMUSG00000042870","protein_coding","Tom1",21968,6.47806793534761,0.154582312248082,3.95334254319495,0.572721000110711,0.573194124817271,0.860886163609251,-6.51049293013544
"ENSMUSG00000005413.8",1751,"ENSMUSG00000005413.8","ENSMUSG00000005413","protein_coding","Hmox1",15368,1.73935746705583,0.765071826788999,1.56127136093762,1.692234937121,0.106068429621104,0.4154612421391,-4.68303013176362
"ENSMUSG00000005410.6",3993,"ENSMUSG00000005410.6","ENSMUSG00000005410","protein_coding","Mcm5",17218,0.734710611949773,-0.204127953893314,1.28201644339005,-0.284271179046458,0.779114601095874,0.947197537186734,-5.84395995281945
"ENSMUSG00000034472.13",3176,"ENSMUSG00000034472.13","ENSMUSG00000034472","protein_coding","Rasd2",75141,12.8667309499068,-0.457474103643596,5.31257620751611,-3.11495879003513,0.00544014194897671,0.0640624890135969,-2.92511911994377
"ENSMUSG00000049891.4",538,"ENSMUSG00000049891.4","ENSMUSG00000049891","processed_pseudogene","Gm7984",NA,1.88957285148516,0.0539388570413876,-0.0900599500035205,0.0702533611497229,0.944687265433659,0.985267496684866,-5.63351504315178
"ENSMUSG00000101431.1",1597,"ENSMUSG00000101431.1","ENSMUSG00000101431","processed_pseudogene","Gm7901",NA,0.18959400047324,-0.0913201798184027,-1.16445432772118,-0.128277184669941,0.899206232352551,0.972719140024609,-5.54743047795835
"ENSMUSG00000074235.4",4038,"ENSMUSG00000074235.4","ENSMUSG00000074235","bidirectional_promoter_lncRNA","Gm10649",NA,1.12287907337525,-0.0532847131297639,2.24759238446683,-0.178616655039065,0.860029316933419,0.962454767460331,-6.12053258794071
"ENSMUSG00000031618.13",6474,"ENSMUSG00000031618.13","ENSMUSG00000031618","protein_coding","Nr3c2",110784,47.8583783408898,0.00317104432631146,8.27127309762384,0.0338120828256794,0.973360996911899,0.992576740524406,-7.71381144334083
"ENSMUSG00000037148.8",3084,"ENSMUSG00000037148.8","ENSMUSG00000037148","protein_coding","Arhgap10",78514,2.2943332599873,0.605999804978342,2.84377132900707,2.47079632790618,0.0225618826116513,0.169282666973791,-3.62729437460395
"ENSMUSG00000037134.17",5679,"ENSMUSG00000037134.17","ENSMUSG00000037134","protein_coding","Prmt9",102182,3.58063877075147,0.0593120576627256,4.35616105855302,0.351782802877528,0.728667474499369,0.931458863293314,-6.72224021274887
"ENSMUSG00000031617.16",2723,"ENSMUSG00000031617.16","ENSMUSG00000031617","protein_coding","Tmem184c",234463,42.3352162251024,0.0417256863020232,6.83881057159428,0.384020642999383,0.705001180346443,0.924615386135267,-7.33476168703557
"ENSMUSG00000109866.1",2722,"ENSMUSG00000109866.1","ENSMUSG00000109866","TEC","Gm45714",NA,0.11115304468303,-1.00481028450451,-1.22586812723503,-1.25829843357267,0.222724926709741,0.594173735807299,-4.85474868286657
"ENSMUSG00000031616.7",5476,"ENSMUSG00000031616.7","ENSMUSG00000031616","protein_coding","Ednra",13617,0.885396610106547,0.706564558103413,2.32382832030987,2.50297903493762,0.0210648828320462,0.162930035578337,-3.45319658831512
"ENSMUSG00000110057.1",377,"ENSMUSG00000110057.1","ENSMUSG00000110057","processed_pseudogene","Gm2225",NA,0.270734740359011,0.760855401341468,-1.41936213514231,1.21958374581663,0.236760768044614,0.610156562622691,-4.89822273326633
"ENSMUSG00000037070.9",1693,"ENSMUSG00000037070.9","ENSMUSG00000037070","protein_coding","Rbmxl1",19656,23.8729347979874,-0.450221563735833,5.27090263800009,-1.70752099528215,0.103148209713379,0.40921680172857,-5.60956850396775
"ENSMUSG00000031684.11",9442,"ENSMUSG00000031684.11","ENSMUSG00000031684","protein_coding","Slc10a7",76775,0.303687732159303,-0.0148929045504572,1.62654843410987,-0.0407593435077374,0.967890476068316,0.991286371218258,-5.9788245385883
"ENSMUSG00000110244.1",414,"ENSMUSG00000110244.1","ENSMUSG00000110244","processed_pseudogene","Gm2253",NA,0.179390415524287,-0.292858613776183,-1.8156027603226,-0.389651621687625,0.700897915944497,0.922501285838432,-5.43205399506727
"ENSMUSG00000031683.16",4076,"ENSMUSG00000031683.16","ENSMUSG00000031683","protein_coding","Lsm6",78651,2.62440154267812,0.163018430266315,3.43221770643184,0.728483835112129,0.474731918638853,0.807884458267577,-6.23651532239174
"ENSMUSG00000071064.13",8944,"ENSMUSG00000071064.13","ENSMUSG00000071064","protein_coding","Zfp827",622675,8.07814566082295,0.204261617945004,6.17761335056659,2.17473392800142,0.0417778958016537,0.2452341204493,-5.04273043799224
"ENSMUSG00000037022.3",6023,"ENSMUSG00000037022.3","ENSMUSG00000037022","protein_coding","Mmaa",109136,2.07923017131977,0.623479981480924,3.62597692434646,2.78275255524884,0.0114614700049169,0.10940609164826,-3.2077272840669
"ENSMUSG00000031681.15",6053,"ENSMUSG00000031681.15","ENSMUSG00000031681","protein_coding","Smad1",17125,4.10504259303927,-0.280690571570748,4.6308372029664,-1.59711146829208,0.125865731787726,0.455420889805906,-5.60190924872807
"ENSMUSG00000036990.13",8096,"ENSMUSG00000036990.13","ENSMUSG00000036990","protein_coding","Otud4",73945,10.9115774537335,0.166150587082586,6.46778975169881,1.80379595484293,0.0862946609938323,0.372478353208584,-5.75386287525008
"ENSMUSG00000094594.2",523,"ENSMUSG00000094594.2","ENSMUSG00000094594","processed_pseudogene","Tpd52-ps",NA,1.28159430227657,0.603809445946276,-0.522558504485484,0.711661307196877,0.48486453331594,0.81573835643035,-5.37330924849143
"ENSMUSG00000058355.7",5653,"ENSMUSG00000058355.7","ENSMUSG00000058355","protein_coding","Abce1",24015,28.1031194083222,-0.0610991207580521,7.30957507090873,-0.756703879953624,0.458018317889497,0.798322510723506,-7.21349170110454
"ENSMUSG00000098101.1",943,"ENSMUSG00000098101.1","ENSMUSG00000098101","processed_pseudogene","Gm27006",NA,0.127393244039216,0.28064274059028,-1.68352255192917,0.355969574677552,0.725577514929753,0.930286916902072,-5.45434965406844
"ENSMUSG00000036977.8",4837,"ENSMUSG00000036977.8","ENSMUSG00000036977","protein_coding","Anapc10",68999,2.03376970822238,-0.131825387947931,3.29995199465537,-0.493420792623367,0.627070925794621,0.889907408086356,-6.33645971906467
"ENSMUSG00000064325.4",9076,"ENSMUSG00000064325.4","ENSMUSG00000064325","protein_coding","Hhip",15245,0.214357479211226,-0.660736708579983,0.779799140401428,-0.870950366546764,0.394079442505999,0.755176956279925,-5.41315716149249
"ENSMUSG00000082491.1",1281,"ENSMUSG00000082491.1","ENSMUSG00000082491","processed_pseudogene","Gm5909",NA,0.403575273290295,0.414058652135928,-0.768213702540886,0.520696318757736,0.608275315998673,0.881708484627625,-5.47374464887965
"ENSMUSG00000042353.9",6384,"ENSMUSG00000042353.9","ENSMUSG00000042353","protein_coding","Frem3",333315,0.17690197725732,-2.14879037540434,-0.0778920313697328,-2.94422416080494,0.00799963969692204,0.0841898109536262,-2.40537254442504
"ENSMUSG00000031715.14",7777,"ENSMUSG00000031715.14","ENSMUSG00000031715","protein_coding","Smarca5",93762,16.8051151352811,-0.225109244594308,7.02272717998727,-2.58577338567711,0.0176304204789291,0.145966033917264,-4.42364710998294
"ENSMUSG00000031714.9",5082,"ENSMUSG00000031714.9","ENSMUSG00000031714","protein_coding","Gab1",14388,1.04654513785767,-0.315284371878919,2.30847114739202,-0.786795171935646,0.440593521039377,0.788543347987133,-5.83340367354397
"ENSMUSG00000038250.9",5736,"ENSMUSG00000038250.9","ENSMUSG00000038250","protein_coding","Usp38",74841,6.68899778103767,0.161235836433319,5.26561826192683,1.2061082996669,0.241801108605134,0.616054894358673,-6.30695981525217
"ENSMUSG00000037940.16",12892,"ENSMUSG00000037940.16","ENSMUSG00000037940","protein_coding","Inpp4b",234515,0.90757440498797,-1.4598733078682,3.39857863688552,-4.74835407114832,0.000121759588182952,0.00377956018892439,1.20563241831576
"ENSMUSG00000031711.7",5686,"ENSMUSG00000031711.7","ENSMUSG00000031711","protein_coding","Zfp330",30932,3.65466738982188,-0.0962590931958556,4.37400425083739,-0.539838806472763,0.595247514415366,0.872954186721816,-6.64014558725721
"ENSMUSG00000047747.10",17242,"ENSMUSG00000047747.10","ENSMUSG00000047747","protein_coding","Rnf150",330812,10.9944807788262,0.193510401619995,7.56456216124964,2.40169951931666,0.0261177271744487,0.186261200356722,-4.90834643829096
"ENSMUSG00000109600.1",889,"ENSMUSG00000109600.1","ENSMUSG00000109600","processed_pseudogene","Gm18212",NA,0.196562000075169,-0.0464070818799083,-1.62210875241531,-0.0598185540400602,0.952891747250999,0.987481540475703,-5.51334835206284
"ENSMUSG00000031709.15",5887,"ENSMUSG00000031709.15","ENSMUSG00000031709","protein_coding","Tbc1d9",71310,21.2133995147207,-0.19408509145861,6.94936943701093,-1.73126399708919,0.0987488544063924,0.400345085863814,-5.96669074532276
"ENSMUSG00000035151.12",11138,"ENSMUSG00000035151.12","ENSMUSG00000035151","protein_coding","Elmod2",244548,1.34770028875792,-0.0381439357378154,3.90667099361711,-0.168252213929451,0.868068739562426,0.963981775603241,-6.62881558377892
"ENSMUSG00000002190.13",4025,"ENSMUSG00000002190.13","ENSMUSG00000002190","protein_coding","Clgn",12745,2.71528403031473,0.265098255567723,3.43018768682057,1.01395825187268,0.32267048090579,0.699269853859911,-5.98797471724606
"ENSMUSG00000063253.11",4279,"ENSMUSG00000063253.11","ENSMUSG00000063253","protein_coding","Scoc",56367,50.3726917776944,0.132395831779473,7.75068318295377,1.71475172414357,0.101790990278837,0.40603212276764,-6.1652273099882
"ENSMUSG00000033938.5",4522,"ENSMUSG00000033938.5","ENSMUSG00000033938","protein_coding","Ndufb7",66916,5.64832320746846,-0.123516078676932,4.65592918933907,-0.62988581610648,0.535874735410788,0.843224699712934,-6.65356498838922
"ENSMUSG00000031708.16",2191,"ENSMUSG00000031708.16","ENSMUSG00000031708","protein_coding","Tecr",106529,74.5533624900698,-0.0252542339809519,7.34684987161714,-0.292407591875638,0.772976261726437,0.944301421227799,-7.47535322890288
"ENSMUSG00000005483.10",3204,"ENSMUSG00000005483.10","ENSMUSG00000005483","protein_coding","Dnajb1",81489,15.4563996216952,0.334199027795272,5.6219984123582,2.59569188536745,0.0172563043107113,0.144250354264636,-4.09871950359611
"ENSMUSG00000019433.9",1729,"ENSMUSG00000019433.9","ENSMUSG00000019433","protein_coding","Gipc1",67903,7.19102030516385,0.154086985927524,3.64425698743912,0.707795890726762,0.487210471106745,0.816210970252436,-6.3081072562466
"ENSMUSG00000057672.16",10612,"ENSMUSG00000057672.16","ENSMUSG00000057672","protein_coding","Pkn1",320795,0.741040814745114,0.207743253099706,2.98084765196027,0.782881137980071,0.442836620704485,0.789358946804251,-6.05980846856585
"ENSMUSG00000005481.18",5155,"ENSMUSG00000005481.18","ENSMUSG00000005481","protein_coding","Ddx39",68278,0.921325994641508,-0.361648257988502,2.29143511088011,-1.22363437211557,0.23526139981071,0.609465580477709,-5.42781556896486
"ENSMUSG00000002885.14",3757,"ENSMUSG00000002885.14","ENSMUSG00000002885","protein_coding","Adgre5",26364,0.145275889629074,0.132589926730916,-0.463601050156507,0.200759494467501,0.842907017928945,0.960875464362264,-5.57955649503157
"ENSMUSG00000096943.1",992,"ENSMUSG00000096943.1","ENSMUSG00000096943","lincRNA","Gm26721",NA,0.569592934915057,0.136163196664466,-0.534267459036086,0.188333050275773,0.852506703159708,0.962454767460331,-5.573470557425
"ENSMUSG00000013033.16",8587,"ENSMUSG00000013033.16","ENSMUSG00000013033","protein_coding","Adgrl1",330814,41.3637741168208,0.216271387308796,8.47055651345463,3.35130284666084,0.00316698920977311,0.0434161320137572,-3.08691323783797
"ENSMUSG00000005469.10",2488,"ENSMUSG00000005469.10","ENSMUSG00000005469","protein_coding","Prkaca",18747,69.9462915873026,-0.113937943187847,7.44035130919491,-1.40588235750208,0.175051257729497,0.533047576602046,-6.54531548974078
"ENSMUSG00000079003.2",2393,"ENSMUSG00000079003.2","ENSMUSG00000079003","protein_coding","Samd1",666704,4.02421650350661,0.442749561157231,3.27424586174004,1.85541771471385,0.0782834374653984,0.353411524737269,-4.8325417551869
"ENSMUSG00000046408.13",1957,"ENSMUSG00000046408.13","ENSMUSG00000046408","protein_coding","1700067K01Rik",73453,0.135049026274441,-0.316999216865908,-1.0937879188416,-0.421066179991875,0.678181342277167,0.914615540080692,-5.4531542163587
"ENSMUSG00000047986.12",3612,"ENSMUSG00000047986.12","ENSMUSG00000047986","protein_coding","Palm3",74337,1.2288763067741,0.477548025279033,2.14957554305245,1.29808874288356,0.20897603998347,0.57671915759806,-5.31803464817841
"ENSMUSG00000074215.2",1577,"ENSMUSG00000074215.2","ENSMUSG00000074215","protein_coding","Gm10643",NA,0.933606699197303,0.271323841887659,0.684558594731829,0.49936801064342,0.622949800798096,0.888900852965577,-5.64210766121515
"ENSMUSG00000056753.3",1849,"ENSMUSG00000056753.3","ENSMUSG00000056753","antisense","C330011M18Rik",NA,0.987102255608442,0.269684131051922,0.829781534929159,0.438169462540864,0.665942952153969,0.909404835601995,-5.68904986668091
"ENSMUSG00000031706.7",6431,"ENSMUSG00000031706.7","ENSMUSG00000031706","protein_coding","Rfx1",19724,1.84541071367087,0.528776171771849,3.52462547188584,2.24347516875175,0.036305565003351,0.226066132216675,-4.22413711496951
"ENSMUSG00000037103.8",2372,"ENSMUSG00000037103.8","ENSMUSG00000037103","protein_coding","Dcaf15",212123,2.43851429079456,-0.165539520392198,2.51426274003284,-0.497393717922543,0.624316487291104,0.889037666438627,-6.07878418599354
"ENSMUSG00000036686.16",3710,"ENSMUSG00000036686.16","ENSMUSG00000036686","protein_coding","Cc2d1a",212139,11.991124661365,0.19348110165907,5.46865291129504,1.32742539410621,0.19926974904661,0.566380716102559,-6.21395521629854
"ENSMUSG00000008129.14",2406,"ENSMUSG00000008129.14","ENSMUSG00000008129","protein_coding","4930432K21Rik",74666,1.09210607078676,-0.926392405615385,1.39968845863711,-2.03425973789153,0.0553539982284562,0.287186244710481,-4.08034492466869
"ENSMUSG00000035671.6",4625,"ENSMUSG00000035671.6","ENSMUSG00000035671","protein_coding","Zswim4",212168,3.51602077774916,-0.371539118988424,4.02280321212648,-1.78147613750301,0.0899735336624791,0.380845366411184,-5.15919256130877
"ENSMUSG00000019362.8",616,"ENSMUSG00000019362.8","ENSMUSG00000019362","protein_coding","D8Ertd738e",101966,23.4805609172398,-0.0136672659164816,3.85514119045922,-0.0644933045153903,0.949215452691721,0.986478750191281,-6.62734532400022
"ENSMUSG00000004996.9",3273,"ENSMUSG00000004996.9","ENSMUSG00000004996","protein_coding","Mri1",67873,1.83088442006674,-0.128913513826136,2.55211297818692,-0.375616839882993,0.711142170417785,0.925608407816311,-6.19319215073944
"ENSMUSG00000004994.12",2694,"ENSMUSG00000004994.12","ENSMUSG00000004994","protein_coding","Ccdc130",67736,3.95046200577952,-0.329937487227668,3.42044526180066,-1.405169337282,0.175260233088706,0.53349597629943,-5.52143462460288
"ENSMUSG00000034656.16",11418,"ENSMUSG00000034656.16","ENSMUSG00000034656","protein_coding","Cacna1a",12286,14.4035558922708,-0.137275115246276,7.35082345935411,-1.15965502730425,0.259799071716735,0.636771097797703,-6.8342341552702
"ENSMUSG00000053560.4",1522,"ENSMUSG00000053560.4","ENSMUSG00000053560","protein_coding","Ier2",15936,1.26752672355235,0.619804399376089,0.94568873167253,1.07764037194654,0.293976241139056,0.67257375338418,-5.27782769809129
"ENSMUSG00000097193.1",705,"ENSMUSG00000097193.1","ENSMUSG00000097193","lincRNA","Gm26664",NA,0.630125643969325,-0.655650635487772,-0.970960319813895,-0.777675003583277,0.445831077973736,0.791418365321449,-5.27482518076591
