"","OR_retro","Pval_retro","NumSig_retro","adjPval_retro","OR_syn","Pval_syn","NumSig_syn","adjPval_syn","setSize","ID","OR_retro_neuronBG","Pval_retro_neuronBG","OR_syn_neuronBG","Pval_syn_neuronBG","gsea_pvalue_projectorEnrich"
"Sudden Infant Death",2.14264318280767,0.0994810149214985,5,0.192012258341495,2.37851742575462,0.0527134798521202,6,0.1317836996303,75,"MESH:D013398",1.17236756713371,0.788019741958198,1.32932278682356,0.603115902594645,0.910568085207173
"Headache",1.21456423109389,0.0999163755560902,96,0.192468396738524,1.64307754838443,2.18996334386402e-06,133,2.35132906393821e-05,2248,"MESH:D006261",0.916139527745926,0.501232690111659,1.32554412498049,0.0151692199334754,0.999765893166064
"Epilepsies, Partial",2.87370149959794,0.103132152890514,3,0.198267975835243,1.65116864736062,0.359183031438484,2,0.489141110904211,34,"MESH:D004828",2.81787974008683,0.166606251217291,1.32732391962993,0.666223979448825,0.496820147779911
"Bone Resorption",1.61249997820377,0.105714086630487,13,0.201799141162104,0.862253596721817,0.864113847692458,8,0.921962473479401,237,"MESH:D001862",1.5335424361727,0.198303671575561,0.713633546027589,0.477768755838098,0.881087525191729
"Anemia, Iron-Deficiency",2.09783016387354,0.105803686214257,5,0.201799141162104,0,0.114800510781231,0,NA,79,"MESH:D018798",4.71132118311635,0.0241468340536934,0,0.128723639616193,0.260810413824799
"Pulmonary Disease, Chronic Obstructive",2.09783016387354,0.105803686214257,5,0.201799141162104,0.347920706772824,0.527158981479489,1,0.63479100454786,89,"MESH:D029424",2.0901958923938,0.189417615857075,0.254038895132477,0.211451389423908,0.695881794669355
"Sexual Dysfunction, Physiological",2.09783016387354,0.105803686214257,5,0.201799141162104,2.32793857664338,0.0569395769678805,6,0.139611462757784,86,"MESH:D012735",1.70874962481907,0.353279562923225,1.99830107720357,0.229010035615399,0.84757971237578
"Cushing Syndrome",4.02005859367779,0.108522888639383,2,0.20496412756696,0,1,0,NA,23,"MESH:D003480",2.5020605552212,0.284618942815566,0,0.596021317756979,0.41972023438602
"Hepatolenticular Degeneration",4.02005859367779,0.108522888639383,2,0.20496412756696,1.65018178764221,0.474887450233753,1,0.588560387896025,14,"MESH:D006527",7.50862854463881,0.114329917288539,1.65875727747418,0.546603114973212,0.299061973639848
"Hirsutism",4.02005859367779,0.108522888639383,2,0.20496412756696,3.63574215191934,0.127237609256723,2,0.244618422923194,27,"MESH:D006628",2.5020605552212,0.284618942815566,2.21376182108399,0.328576429179753,0.200019992324553
"Osteomalacia",4.02005859367779,0.108522888639383,2,0.20496412756696,1.65018178764221,0.474887450233753,1,0.588560387896025,29,"MESH:D010018",2.5020605552212,0.284618942815566,0.82884205582656,1,0.809125679683622
"Spinocerebellar Ataxias",4.02005859367779,0.108522888639383,2,0.20496412756696,0,1,0,NA,16,"MESH:D020754",7.50862854463881,0.114329917288539,0,1,0.0207556075382616
"Anemia, Aplastic",1.34267866379409,0.10920744739809,36,0.205854973945328,1.6800608226448,0.00155880598520717,48,0.00697360572329525,794,"MESH:D000741",1.03161951378629,0.845417502637391,1.36389927375942,0.0884743705497429,0.99969863254606
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1.55731088794594,0.109477113098852,16,0.205961806160682,1.21399177107147,0.448572167611247,14,0.567351690401182,315,"MESH:D015464",1.83861129944594,0.0518583989057187,1.33339466605595,0.392673178836211,0.464249911511913
"Poisoning",1.14670067619565,0.110535191208436,349,0.207548601744772,1.3839628029443,6.94447757890155e-05,412,0.000491900495172193,8598,"MESH:D011041",1.0123405748114,0.925936449262488,1.2749342893748,0.00801192565361569,0.994276157955523
"Hypercholesterolemia",1.23653740699955,0.111044138823758,73,0.207985492105684,1.28901240237181,0.0401260148598559,83,0.110368033365019,1765,"MESH:D006937",0.989845477985487,1,1.0397282887815,0.786546184210479,0.999781858983843
"Chromosome Breakage",1.6707228761046,0.111198034559089,11,0.207985492105684,1.66120428663297,0.126708309490928,12,0.244618422923194,187,"MESH:D019457",1.59592189240617,0.221203776356614,1.60241439006756,0.174350211950692,0.861709215134697
"Esophageal Neoplasms",1.29094987503852,0.112207855725354,45,0.208931875097337,0.846437076305427,0.399218750103131,34,0.524746295238652,982,"MESH:D004938",1.2591494477158,0.220296639274482,0.754457632447615,0.171811817926035,0.670187717319096
"Epilepsies, Myoclonic",1.88184725627921,0.112499576134142,7,0.208931875097337,3.46599734783982,0.000305069718012804,13,0.00170973138666517,111,"MESH:D004831",1.25185898099555,0.640821991247723,2.91017747695268,0.00611900178726563,0.987433206327982
"Small Cell Lung Carcinoma",1.88184725627921,0.112499576134142,7,0.208931875097337,2.25361726219533,0.0389527281286217,9,0.107990071128229,109,"MESH:D055752",1.38481682277065,0.469156645761607,1.76565553197995,0.165521784744113,0.138683180060151
"Hypocalcemia",1.45358029690904,0.112686871149914,22,0.208931875097337,1.05144701372997,0.801532552382566,18,0.866981127709668,433,"MESH:D006996",1.04513350589634,0.901071457395162,0.711402688655198,0.229746968131022,0.822111978302395
"Arsenic Poisoning",1.76355592086981,0.112784321407249,9,0.208931875097337,1.99225808323839,0.0493372333835605,11,0.131244795233419,149,"MESH:D020261",1.99821902783838,0.0939214894781238,2.45517087828662,0.0322185166345576,0.623229791898019
"Ulcer",1.65811605572988,0.11322779132948,11,0.209352340756419,1.49748991092265,0.188167762316009,11,0.315676180201199,214,"MESH:D014456",1.48064436184131,0.320628402722278,1.30778026753834,0.446866217213534,0.701471721765863
"Endometriosis",1.72967736839767,0.118049357444045,9,0.217850627191586,2.36184329062948,0.00859456665293372,13,0.0299196518293256,159,"MESH:D004715",1.02225991539527,1,1.496094465411,0.267195880209464,0.895235404780578
"Musculoskeletal Diseases",0.507081391341665,0.123264046452773,6,0.227040634133013,1.03512207094459,0.883366774143551,13,0.939555901591681,280,"MESH:D009140",0.41847807640474,0.0360945983392526,0.935952855134693,1,0.982031988100195
"Dental Caries",2.62364305681749,0.123760616001816,3,0.227351356630139,2.37221339137133,0.152121933414835,3,0.266148151085989,30,"MESH:D003731",2.25374922429308,0.377095816343009,1.9937536643179,0.397387013995347,0.899106371723655
"Language Development Disorders",2.12179725251731,0.123987363090618,6,0.227351356630139,1.2313565855763,0.571101566457969,4,0.676566315664493,75,"MESH:D007805",1.32561181737909,0.606334275614252,0.696396976754884,0.626183138028781,0.481873468473441
"Morphine Dependence",3.65415156123463,0.124373182685981,2,0.227351356630139,3.30499271480914,0.145388775702802,2,0.261036062905081,15,"MESH:D009021",1.50026140379299,0.643077049389823,1.32732391962993,0.666223979448825,0.392546668459444
"Nasopharyngeal carcinoma",3.65415156123463,0.124373182685981,2,0.227351356630139,0,1,0,NA,18,"MESH:C538339",Inf,0.0443174159333274,0,1,0.0923592896436174
"Abortion, Spontaneous",2.08503177877439,0.126565010595928,6,0.230921443860873,1.54148456501287,0.38706665525697,5,0.510747721037657,129,"MESH:D000022",1.50362438498228,0.419528520043867,1.03657489662151,1,0.695779166871787
"Long QT Syndrome",1.52980133244183,0.129076277820956,14,0.23499437499437,1.60065793365707,0.0767423555721988,16,0.177376860039,276,"MESH:D008133",1.11890068228387,0.750692875662518,1.1834950497548,0.542107220061413,0.825857481607371
"Hepatic Encephalopathy",1.21116453842911,0.129283358321618,80,0.23499437499437,1.38599197827342,0.00547050129080058,98,0.0205900786591018,1844,"MESH:D006501",0.917055185153406,0.553279943053185,1.07690350619423,0.56651138640878,0.999976417169405
"Carcinoma, Transitional Cell",1.4314893465717,0.131176224127526,20,0.235451320599968,0.809529507008876,0.599781332279848,13,0.695201089688006,421,"MESH:D002295",1.45616232801542,0.186170196801879,0.725367721915058,0.325803861705283,0.464801738495436
"Intestinal Diseases",1.35268406256127,0.134566057852578,27,0.235451320599968,2.01834282591654,9.64709771643763e-05,42,0.00063896361498483,605,"MESH:D007410",1.00177604308442,1,1.66123644309665,0.0100406465278377,0.99145727846855
"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",0.216680679908898,0.134647770355052,1,0.235451320599968,0.602946136777416,0.635433545507796,3,0.726616834549273,143,"MESH:D054218",0.168998756859743,0.0671384459682517,0.495258400416781,0.325486000689823,0.596754588015755
"Cataract",1.29051122275053,0.135031734116543,40,0.235451320599968,1.42888699887718,0.0254886997949785,48,0.0744941942432035,876,"MESH:D002386",1.03607057190027,0.852176252899772,1.1744436772226,0.367593189943822,0.998368881709807
"Aging, Premature",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:D019588",Inf,0.210655450403083,0,1,0.422082136122158
"Arthritis, Psoriatic",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,11,"MESH:D015535",Inf,0.210655450403083,0,1,0.284195194419872
"Asbestosis",10.0368166998156,0.135844876178013,1,0.235451320599968,9.0799586006692,0.148688188772404,1,0.261036062905081,7,"MESH:D001195",3.74950507487506,0.376993484872841,3.31790667183072,0.409755927300757,0.521399923820444
"Brachydactyly",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:D059327",Inf,0.210655450403083,0,1,0.354933005653242
"Breast Neoplasms, Male",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,4,"MESH:D018567",3.74950507487506,0.376993484872841,0,1,0.456791452212513
"Chromosome 2q37 deletion syndrome",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,4,"MESH:C538317",Inf,0.210655450403083,0,1,0.105563178115109
"Ciliary Motility Disorders",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:D002925",Inf,0.210655450403083,0,1,0.0298325985949685
"COACH syndrome",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:C536430",Inf,0.210655450403083,0,1,0.0707748807783424
"Epistaxis",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,4,"MESH:D004844",Inf,0.210655450403083,0,1,0.291582679716986
"Exostoses, Multiple Hereditary",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:D005097",Inf,0.210655450403083,0,1,0.52939267102254
"Fragile X Syndrome",10.0368166998156,0.135844876178013,1,0.235451320599968,9.0799586006692,0.148688188772404,1,0.261036062905081,3,"MESH:D005600",3.74950507487506,0.376993484872841,3.31790667183072,0.409755927300757,0.364213836250868
"Gastrointestinal Stromal Tumors",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:D046152",3.74950507487506,0.376993484872841,0,1,0.00622214460928357
"Microscopic Polyangiitis",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,5,"MESH:D055953",3.74950507487506,0.376993484872841,0,1,0.0225164424256701
"Neurofibromatosis 1",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:D009456",Inf,0.210655450403083,0,1,0.117940295827719
"Osteoarthritis, Hip",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,9,"MESH:D015207",3.74950507487506,0.376993484872841,0,1,0.32329498275529
"Pitt-Hopkins syndrome",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:C537403",Inf,0.210655450403083,0,1,0.522029628405813
"Pregnancy Complications, Cardiovascular",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,6,"MESH:D011249",Inf,0.210655450403083,0,1,0.053052554611576
"Prostatism",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,3,"MESH:D053448",3.74950507487506,0.376993484872841,0,1,0.0875887181481681
"Puerperal Disorders",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,4,"MESH:D011644",Inf,0.210655450403083,0,1,0.297468766083591
"Respiratory Distress Syndrome, Newborn",10.0368166998156,0.135844876178013,1,0.235451320599968,0,1,0,NA,4,"MESH:D012127",Inf,0.210655450403083,0,1,0.415844615276176
"Amyotrophic Lateral Sclerosis",1.98211740723561,0.135865394927386,6,0.235451320599968,2.12831744178429,0.0868360048302902,7,0.195094107768493,80,"MESH:D000690",1.61169727362264,0.405617562952975,1.793615421499,0.283560791801724,0.940382460637786
"Olfaction Disorders",1.98211740723561,0.135865394927386,6,0.235451320599968,2.12831744178429,0.0868360048302902,7,0.195094107768493,95,"MESH:D000857",1.50362438498228,0.419528520043867,1.66479922139324,0.29771242598982,0.784028399278097
"Serotonin Syndrome",2.1180773369507,0.137159603254246,4,0.237268938008687,1.91515503993459,0.279490544983216,4,0.409598212475403,66,"MESH:D020230",1.3648440918534,0.535242539029909,1.20707776684491,0.76005397393746,0.261371838890822
"Prolactinoma",1.69664292166534,0.138453094998897,10,0.239078826542738,1.20190845900381,0.55044301563332,8,0.656668860755539,197,"MESH:D015175",1.17382503309538,0.702559715176544,0.777657089876401,0.712187953066215,0.623764461599215
"Musculoskeletal Abnormalities",1.83392910760374,0.139268782643333,8,0.23996155042347,1.88881934636884,0.0990716555234255,9,0.204859927613576,120,"MESH:D009139",1.77321895002755,0.214209979001493,1.87674774855219,0.150657427604203,0.731903218678467
"Rhabdomyosarcoma",1.35664558532014,0.139460590835564,28,0.23996155042347,1.36921366559619,0.103767459801566,31,0.208351986215742,613,"MESH:D012208",1.14724977359759,0.567145772240295,1.16260881751396,0.507009343857944,0.872028015431503
"Kidney Diseases",1.14163499925714,0.140706113943012,397,0.240680209945908,1.19552722483401,0.0382945267796761,443,0.107308838778213,10208,"MESH:D007674",1.02918128698314,0.809156459975845,1.08938704915214,0.375245323072329,0.998529653388411
"Blepharoptosis",3.3494410656885,0.140730606723402,2,0.240680209945908,4.96455661818734,0.0335573426539245,3,0.0958781218683556,23,"MESH:D001763",1.8759158398314,0.612374731875961,3.3249467764905,0.14133911858959,0.941036231592101
"Nephrosclerosis",3.3494410656885,0.140730606723402,2,0.240680209945908,0,1,0,NA,29,"MESH:D009400",7.50862854463881,0.114329917288539,0,1,0.570640218919467
"Sarcoma",1.37045873950727,0.140873835397502,24,0.240680209945908,0.956250450216135,1,19,1,516,"MESH:D012509",1.39931280853947,0.185650077014929,0.897185806759402,0.798537004283549,0.313988101783837
"Aneuploidy",1.32134936738508,0.141142659208194,32,0.240714200095808,1.3151752816793,0.131840238013235,35,0.250422798460893,703,"MESH:D000782",1.1615292385382,0.452320400387135,1.15742117702465,0.466678114987611,0.694580695595701
"Limb Deformities, Congenital",1.45154031721283,0.144652961330992,18,0.246266573251883,1.72122379429939,0.0180894430815272,23,0.0555759998287885,349,"MESH:D017880",1.03880718244503,0.891442230352082,1.28086398930882,0.35472867242141,0.815634962019642
"Magnesium Deficiency",2.41318592950584,0.145733321772081,3,0.247669810463274,0.671446427923726,1,1,1,45,"MESH:D008275",3.75866047187163,0.112187773721243,0.662823785796787,1,0.15357314690936
"Hearing Disorders",1.39444516951616,0.146063634025446,21,0.247795673864222,1.12643044035383,0.612904491494766,19,0.707998393346162,442,"MESH:D006311",1.30035181980741,0.335281309914601,1.00012208521548,1,0.784887827153178
"Uterine Diseases",1.35893721246652,0.149612117474475,25,0.253079962508099,1.79100784115168,0.00264801277160282,35,0.0110695615862085,569,"MESH:D014591",1.04261964261581,0.816368235263435,1.475817283249,0.0703684793930936,0.998970746573395
"Glomerulonephritis",1.47189590604647,0.149963617908108,15,0.253079962508099,1.4262348685475,0.169389550177577,16,0.289894867753571,332,"MESH:D005921",1.12727880153458,0.646847612006554,1.08487101813325,0.766941896016821,0.893278563849039
"Respiratory Distress Syndrome, Adult",1.47189590604647,0.149963617908108,15,0.253079962508099,1.4262348685475,0.169389550177577,16,0.289894867753571,309,"MESH:D012128",1.28439667560346,0.419832947079858,1.23963826172735,0.439583595077276,0.96722572818996
"Hyperplasia",1.14761919565171,0.152374710785891,444,0.256700950052189,1.51688495745832,9.79140472789817e-06,520,8.66738836992379e-05,11806,"MESH:D006965",0.940465732501444,0.561074137874203,1.32058466025655,0.00912194085042502,0.999971621398314
"Hypercalcemia",1.71609334891929,0.153607957030805,8,0.25832851208485,1.76602366839697,0.112590138014147,9,0.221275415750346,158,"MESH:D006934",1.30729467939095,0.50808923489706,1.3613854763746,0.399978119473225,0.959346813560066
"Ventricular Dysfunction",1.39299428921041,0.154045512954202,22,0.258614602476933,1.13079077459468,0.539481237228548,20,0.645857819217276,448,"MESH:D018754",1.05901730846803,0.803260520974514,0.823770115239406,0.546104820659372,0.785920004182928
"Goiter",2.01190977090057,0.154885661179485,4,0.259574409637022,2.33589929356249,0.0778629460161636,5,0.179278114980783,56,"MESH:D006042",0.999218581668948,1,1.18571751543768,0.785042595497399,0.605049783375515
"Necrosis",1.18237797631432,0.155958325708054,507,0.260919897854132,1.79751458086202,8.58990292310791e-07,588,9.73522331285564e-06,13552,"MESH:D009336",0.969108585196217,0.798953835960008,1.60366639025813,0.000431407853608693,0.9891060442097
"Prostatic Hyperplasia",1.69788816844461,0.156619877430528,8,0.261574130354612,2.18873425427737,0.022370360708456,11,0.0663345798470944,141,"MESH:D011470",1.1549847824626,0.675542103503571,1.59562637866785,0.219370020146022,0.838001260291898
"Dystonic Disorders",3.09159097410989,0.157511434051192,2,0.262522423340187,4.5505994829615,0.0403600749462274,3,0.110368033365019,20,"MESH:D020821",1.8759158398314,0.612374731875961,3.3249467764905,0.14133911858959,0.757626292984595
"Papilloma",1.29083659135057,0.157911648422257,34,0.262522423340187,1.23832194047293,0.246144696480015,36,0.377545248736264,798,"MESH:D010212",1.11427641821194,0.605882086012418,1.05972188842488,0.765117483140011,0.996311773802078
"Blood Coagulation Disorders",1.16119854933174,0.158002120355728,122,0.262522423340187,1.55797251746255,3.60895211062365e-06,166,3.5739137406176e-05,2876,"MESH:D001778",0.915891917986826,0.467316558478304,1.31272819277224,0.00950300490287734,0.999967191517909
"Hyponatremia",1.48462816200782,0.159071230951023,16,0.263845420805557,1.43233750971488,0.178778742562009,17,0.30341816541306,330,"MESH:D007010",1.13475841358161,0.654599262435156,1.0863383601355,0.773048329248121,0.570013557012742
"Motor Neuron Disease",1.68006206318553,0.15980047472635,8,0.264601128528048,1.11174829767052,0.822844570251387,6,0.884406176666401,139,"MESH:D016472",1.58522451513931,0.339773807346681,0.947045660333933,1,0.933811200363831
"Pulmonary Embolism",1.30915902629206,0.160846245671785,30,0.265877469341224,1.58614215759568,0.00972153138870412,39,0.0331637525634722,669,"MESH:D011655",0.90167648099785,0.68491198638536,1.13236295977468,0.493577490588798,0.960556082454721
"Hypersensitivity",1.37902590932063,0.165041436040269,23,0.272346533534028,1.24295899090908,0.335237301930967,23,0.467772979438559,570,"MESH:D006967",1.10906245569633,0.709169906085657,0.977051803704306,1,0.996293326179871
"Neurodegenerative Diseases",1.25074273525206,0.167357751283512,46,0.275698373920198,1.1506482293843,0.364822242085927,47,0.495497585789141,989,"MESH:D019636",1.16978909086254,0.363877616046855,1.05716349507738,0.725861258462355,0.944679333690757
"Hypogonadism",2.23415270641494,0.168861088673005,3,0.277230344222064,2.80164522008345,0.0689289015274788,4,0.163505766414019,48,"MESH:D007006",1.60862869392878,0.448006154762739,2.21745491168603,0.25400143838594,0.535856616745762
"Prostatic Intraepithelial Neoplasia",2.23415270641494,0.168861088673005,3,0.277230344222064,1.29673829372792,0.669172450894893,2,0.756713857996442,40,"MESH:D019048",1.12472588859974,0.74312774766447,0.601846727682717,0.744470221297613,0.515797276949127
"Hodgkin Disease",0,0.171966544809066,0,NA,0.402275544453657,0.517283516556142,1,0.625816208146165,71,"MESH:D006689",0,1,1.65875727747418,0.546603114973212,0.833929235488833
"Graft vs Host Disease",0,0.172001382528304,0,NA,1.23802452236026,0.735849978354672,3,0.810547492356119,83,"MESH:D006086",0,0.216621857687057,1.9937536643179,0.397387013995347,0.513946721713912
"Hepatic Veno-Occlusive Disease",1.57487321355582,0.173530835151221,11,0.280431242264966,1.422317193911,0.267122533066143,11,0.403651827744393,218,"MESH:D006504",1.33561019689098,0.444736478636921,1.17966861220097,0.585997264654818,0.90692540374378
"Restless Legs Syndrome",2.87057349369309,0.174638724213453,2,0.280431242264966,2.59617519095274,0.202374850239207,2,0.326101654413889,33,"MESH:D012148",1.8759158398314,0.612374731875961,1.65975684979284,0.627567967662474,0.825438332974774
"Schizophrenia, Paranoid",2.87057349369309,0.174638724213453,2,0.280431242264966,2.59617519095274,0.202374850239207,2,0.326101654413889,25,"MESH:D012563",0.93660799995498,1,0.828582388626718,1,0.018619279648748
"Angelman Syndrome",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,5,"MESH:D017204",Inf,0.210655450403083,0,1,0.091113114528832
"Bulimia Nervosa",6.69027025780764,0.176900783641809,1,0.280431242264966,18.1768476586543,0.0152374914076062,2,0.0482151686080724,8,"MESH:D052018",1.87445808499961,0.508325268664992,6.6437773936892,0.136061551955823,0.908639843149157
"Cardiomyopathy, Familial Hypertrophic, 1",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,7,"MESH:C566005",3.74950507487506,0.376993484872841,0,1,0.656870681384063
"Disease Susceptibility",6.69027025780764,0.176900783641809,1,0.280431242264966,6.05309716970435,0.193171754560627,1,0.316776832237685,5,"MESH:D004198",1.87445808499961,0.508325268664992,1.65875727747418,0.546603114973212,0.672189575767876
"End Stage Liver Disease",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,4,"MESH:D058625",Inf,0.210655450403083,0,1,0.261365939249571
"Epilepsy, Idiopathic Generalized",6.69027025780764,0.176900783641809,1,0.280431242264966,18.1768476586543,0.0152374914076062,2,0.0482151686080724,11,"MESH:C562694",1.87445808499961,0.508325268664992,6.6437773936892,0.136061551955823,0.870663450366707
"Graves Disease",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,12,"MESH:D006111",3.74950507487506,0.376993484872841,0,1,0.22386482861122
"Hereditary Sensory and Motor Neuropathy",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,5,"MESH:D015417",Inf,0.210655450403083,0,1,0.188368155671083
"Hypovolemia",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,4,"MESH:D020896",Inf,0.210655450403083,0,1,0.413333126107007
"Kallmann Syndrome",6.69027025780764,0.176900783641809,1,0.280431242264966,6.05309716970435,0.193171754560627,1,0.316776832237685,6,"MESH:D017436",1.87445808499961,0.508325268664992,1.65875727747418,0.546603114973212,0.775643563928395
"Leber Congenital Amaurosis",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,8,"MESH:D057130",Inf,0.210655450403083,0,1,0.536243067808485
"Muscular Dystrophy, Emery-Dreifuss",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,4,"MESH:D020389",Inf,0.210655450403083,0,1,0.0398600224491057
"Mutism",6.69027025780764,0.176900783641809,1,0.280431242264966,6.05309716970435,0.193171754560627,1,0.316776832237685,7,"MESH:D009155",3.74950507487506,0.376993484872841,3.31790667183072,0.409755927300757,0.501993516061434
"Myoclonic Epilepsy, Juvenile",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,8,"MESH:D020190",Inf,0.210655450403083,0,1,0.119671979746306
"Sinusitis",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,14,"MESH:D012852",1.87445808499961,0.508325268664992,0,1,0.0816745013603308
"Spastic Paraplegia, Hereditary",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,4,"MESH:D015419",3.74950507487506,0.376993484872841,0,1,0.29317667835239
"Thymoma",6.69027025780764,0.176900783641809,1,0.280431242264966,0,1,0,NA,5,"MESH:D013945",Inf,0.210655450403083,0,1,0.471105551261767
"Tooth Loss",6.69027025780764,0.176900783641809,1,0.280431242264966,6.05309716970435,0.193171754560627,1,0.316776832237685,6,"MESH:D016388",3.74950507487506,0.376993484872841,3.31790667183072,0.409755927300757,0.746015373073146
"Respiratory Sounds",1.59622394436782,0.178111593055366,8,0.28188856053116,1.44229431001142,0.280666932773481,8,0.410162720690582,172,"MESH:D012135",1.1549847824626,0.675542103503571,1.02060849388344,1,0.962541096879483
"Ear Diseases",0,0.17868299592612,0,NA,0.724864979275673,1,2,1,62,"MESH:D004427",0,0.35715746278621,1.32732391962993,0.666223979448825,0.9932742022345
"Hypertrophy, Right Ventricular",2.15412585217308,0.180799323376378,3,0.285674747883918,1.94799468355936,0.218777948333381,3,0.347591132866119,49,"MESH:D017380",2.81787974008683,0.166606251217291,2.49295450823714,0.206349333383541,0.906941128520612
"Heart Block",1.70154740243901,0.18191604321602,6,0.286586297057373,2.11678652924018,0.0630171351914929,8,0.150886098345828,121,"MESH:D006327",1.12535446139843,0.809317356044096,1.4794420944179,0.353496903870829,0.916634570026531
"Brain Infarction",0.349665724032031,0.181968962143978,2,0.286586297057373,1.53315473836453,0.206532064477749,9,0.330928981116939,164,"MESH:D020520",0.354804799537818,0.199244779818262,2.14682018989953,0.0814799812343922,0.586081435143644
"Massive Hepatic Necrosis",1.31689862548588,0.186120951672289,24,0.292648715881469,1.35272431587803,0.134433770315328,27,0.253930455040063,553,"MESH:D047508",1.10070972538281,0.715611364085603,1.13898335594936,0.558483476416988,0.995637063725488
"Neuralgia",1.38546907353686,0.188875839737472,17,0.296498274393077,1.16985985057496,0.487258996505426,16,0.600246589897988,380,"MESH:D009437",1.10112440488139,0.773918094039545,0.896841352472389,0.782507916977477,0.989241925264182
"Occupational Diseases",1.4351780846626,0.190212846490992,14,0.298113164597713,0.901106267023152,0.876355757891397,10,0.933071892535725,268,"MESH:D009784",1.60343594429248,0.14899763457317,0.894708133157304,0.862628754604956,0.411280760772429
"Eczema",2.67904327093274,0.192041868966027,2,0.299523366597013,1.13407814933857,0.598569496014727,1,0.694585763293539,35,"MESH:D004485",3.75407534240679,0.197276307052003,1.10553191677488,1,0.521738071381358
"Mental Retardation, X-Linked",2.67904327093274,0.192041868966027,2,0.299523366597013,1.13407814933857,0.598569496014727,1,0.694585763293539,22,"MESH:D038901",1.24975669228966,0.678084952486519,0.473064040106228,0.690383452475367,0.0105833480172323
"Muscle Hypertonia",2.67904327093274,0.192041868966027,2,0.299523366597013,5.60847521540273,0.0101836273741976,4,0.0341687497423737,26,"MESH:D009122",1.24975669228966,0.678084952486519,3.32848281089597,0.089729931909642,0.899209891836408
"Hiccup",2.07977158896093,0.192956272535411,3,0.299922654645638,6.10724592896989,0.000182808120418213,8,0.0010904344024946,46,"MESH:D006606",0.864077209533194,1,3.34273460165187,0.0170472776925026,0.840999388525933
"Muscle Spasticity",2.07977158896093,0.192956272535411,3,0.299922654645638,4.21502310240001,0.00561742731112982,6,0.0210630693369672,40,"MESH:D009128",1.40700482868506,0.70918573476678,4.00381323085392,0.0237062150012109,0.843249168290995
"Osteosarcoma",1.31523985452491,0.19322834937356,25,0.299922654645638,0.779096344385277,0.367021047106263,17,0.497821101128176,554,"MESH:D012516",1.35277103509143,0.201773538881123,0.715529673618855,0.265166295600213,0.240562696564764
"Myelodysplastic Syndromes",1.4002339704775,0.196394053290305,18,0.304347835788021,1.41899309804339,0.133722863921462,20,0.253056254545254,386,"MESH:D009190",1.23321132637578,0.466909883254512,1.25912748514492,0.399314976275867,0.730122471218857
"Ventricular Remodeling",1.74153207938605,0.198163003724157,7,0.306597799362016,1.33044277818374,0.46618563387973,6,0.586324718319759,132,"MESH:D020257",1.38481682277065,0.469156645761607,0.994810622938129,1,0.902699632365346
"Diabetic Nephropathies",1.31714898933809,0.200586402551734,26,0.309851519596688,1.23733983243852,0.317269369745884,27,0.448219885236568,626,"MESH:D003928",1.1252116250611,0.637545916383375,1.04286799442118,0.820824505635967,0.939563572893688
"Porphyria, Acute Intermittent",2.01021785609769,0.205309271483329,3,0.315765676032483,1.17096554337569,0.690242936104347,2,0.774530027311808,42,"MESH:D017118",1.87737848238266,0.408714474459528,0.947368883223105,1,0.634551920422209
